Round,Description,Total,Success,Error,Avg(ms),Max(ms),Min(ms),TotalTime(s),Throughput(tps),SuccessRate,ErrorRate
2,8816,28,26,2,5,10,1,0.167,0.933329,0.928571,0.0714286
2,8817,15,15,0,5,9,1,0.077,0.499998,1,0
2,8818,10,10,0,5,10,2,0.057,0.333332,1,0
2,8819,8,8,0,4,9,1,0.035,0.266665,1,0
2,8820,6,6,0,7,10,3,0.047,0.199999,1,0
2,8821,29,23,6,5,10,1,0.156,0.966662,0.793103,0.206897
2,8822,15,15,0,6,10,1,0.098,0.499998,1,0
2,8823,10,8,2,4,10,1,0.049,0.333332,0.8,0.2
2,8824,8,8,0,4,9,1,0.033,0.266665,1,0
2,8825,6,6,0,5,9,1,0.035,0.199999,1,0
2,8826,29,23,6,6,10,1,0.178,0.966662,0.793103,0.206897
2,8827,15,15,0,4,10,1,0.07,0.499998,1,0
2,8828,10,9,1,6,10,2,0.069,0.333332,0.9,0.1
2,8829,8,8,0,4,7,1,0.035,0.266665,1,0
2,8830,6,5,1,3,7,1,0.021,0.199999,0.833333,0.166667
2,8831,29,25,4,5,10,1,0.168,0.966662,0.862069,0.137931
2,8832,15,15,0,6,9,2,0.097,0.499998,1,0
2,8833,10,9,1,5,8,1,0.057,0.333332,0.9,0.1
2,8834,8,8,0,5,9,1,0.045,0.266665,1,0
2,8835,6,6,0,5,7,2,0.031,0.199999,1,0
2,8836,29,22,7,5,10,1,0.149,0.966662,0.758621,0.241379
2,8837,15,13,2,5,10,2,0.076,0.499998,0.866667,0.133333
2,8838,10,10,0,6,10,2,0.061,0.333332,1,0
2,8839,8,7,1,5,9,1,0.045,0.266665,0.875,0.125
2,8840,6,6,0,4,7,2,0.026,0.199999,1,0
2,8841,29,27,2,5,10,1,0.162,0.966662,0.931034,0.0689655
2,8842,15,13,2,5,10,1,0.084,0.499998,0.866667,0.133333
2,8843,10,9,1,5,10,2,0.057,0.333332,0.9,0.1
2,8844,8,8,0,3,5,1,0.028,0.266665,1,0
2,8845,6,5,1,5,10,1,0.033,0.199999,0.833333,0.166667
2,8846,29,28,1,5,10,1,0.171,0.966662,0.965517,0.0344828
2,8847,15,12,3,5,10,1,0.088,0.499998,0.8,0.2
2,8848,10,9,1,5,10,1,0.057,0.333332,0.9,0.1
2,8849,8,7,1,4,9,1,0.038,0.266665,0.875,0.125
2,8850,6,6,0,4,10,1,0.027,0.199999,1,0
2,8851,28,23,5,5,10,1,0.164,0.933329,0.821429,0.178571
2,8852,15,14,1,5,10,1,0.086,0.499998,0.933333,0.0666667
2,8853,10,9,1,5,10,1,0.052,0.333332,0.9,0.1
2,8854,8,7,1,6,10,1,0.049,0.266665,0.875,0.125
2,8855,6,6,0,6,8,1,0.036,0.199999,1,0
2,8856,29,28,1,5,10,1,0.161,0.966662,0.965517,0.0344828
2,8857,15,15,0,5,10,2,0.078,0.499998,1,0
2,8858,10,10,0,6,10,2,0.066,0.333332,1,0
2,8859,8,8,0,6,10,3,0.049,0.266665,1,0
2,8860,6,6,0,5,10,1,0.034,0.199999,1,0
2,8861,29,27,2,5,9,1,0.145,0.966662,0.931034,0.0689655
2,8862,15,14,1,7,10,4,0.107,0.499998,0.933333,0.0666667
2,8863,10,9,1,6,10,1,0.063,0.333332,0.9,0.1
2,8864,8,8,0,6,10,1,0.051,0.266665,1,0
2,8865,6,5,1,7,10,4,0.043,0.199999,0.833333,0.166667
2,8866,29,27,2,6,10,1,0.187,0.966662,0.931034,0.0689655
2,8867,15,13,2,6,10,2,0.101,0.499998,0.866667,0.133333
2,8868,10,9,1,5,10,1,0.054,0.333332,0.9,0.1
2,8869,8,8,0,5,10,1,0.044,0.266665,1,0
2,8870,6,5,1,3,8,2,0.023,0.199999,0.833333,0.166667
2,8871,28,25,3,5,10,1,0.147,0.933329,0.892857,0.107143
2,8872,15,14,1,4,9,2,0.07,0.499998,0.933333,0.0666667
2,8873,10,9,1,4,9,1,0.045,0.333332,0.9,0.1
2,8874,8,8,0,4,9,2,0.038,0.266665,1,0
2,8875,6,6,0,7,9,3,0.044,0.199999,1,0
2,8876,29,27,2,5,10,1,0.162,0.966662,0.931034,0.0689655
2,8877,15,15,0,5,9,1,0.083,0.499998,1,0
2,8878,10,9,1,7,10,1,0.07,0.333332,0.9,0.1
2,8879,8,7,1,5,10,2,0.043,0.266665,0.875,0.125
2,8880,6,5,1,5,10,1,0.035,0.199999,0.833333,0.166667
2,8881,29,24,5,5,10,1,0.152,0.966662,0.827586,0.172414
2,8882,15,14,1,6,10,2,0.093,0.499998,0.933333,0.0666667
2,8883,10,7,3,6,10,2,0.06,0.333332,0.7,0.3
2,8884,8,7,1,5,10,2,0.045,0.266665,0.875,0.125
2,8885,6,5,1,4,10,1,0.029,0.199999,0.833333,0.166667
2,8886,29,25,4,5,10,1,0.153,0.966662,0.862069,0.137931
2,8887,15,14,1,5,10,1,0.081,0.499998,0.933333,0.0666667
2,8888,10,8,2,4,9,1,0.049,0.333332,0.8,0.2
2,8889,8,7,1,5,10,1,0.041,0.266665,0.875,0.125
2,8890,6,6,0,6,10,3,0.038,0.199999,1,0
2,8891,28,25,3,4,10,1,0.138,0.933329,0.892857,0.107143
2,8892,15,12,3,5,10,2,0.083,0.499998,0.8,0.2
2,8893,10,7,3,5,10,1,0.053,0.333332,0.7,0.3
2,8894,8,8,0,6,9,4,0.051,0.266665,1,0
2,8895,6,6,0,4,9,2,0.028,0.199999,1,0
2,8896,29,25,4,5,10,1,0.147,0.966662,0.862069,0.137931
2,8897,15,13,2,5,9,1,0.08,0.499998,0.866667,0.133333
2,8898,10,10,0,5,9,2,0.052,0.333332,1,0
2,8899,8,8,0,6,10,1,0.054,0.266665,1,0
2,8900,6,5,1,4,10,1,0.029,0.199999,0.833333,0.166667
2,8901,29,26,3,5,10,1,0.168,0.966662,0.896552,0.103448
2,8902,15,14,1,6,10,3,0.098,0.499998,0.933333,0.0666667
2,8903,10,9,1,4,8,1,0.04,0.333332,0.9,0.1
2,8904,8,8,0,4,8,1,0.034,0.266665,1,0
2,8905,6,6,0,7,10,3,0.044,0.199999,1,0
2,8906,29,26,3,6,10,2,0.189,0.966662,0.896552,0.103448
2,8907,15,10,5,5,10,1,0.083,0.499998,0.666667,0.333333
2,8908,10,10,0,4,9,1,0.044,0.333332,1,0
2,8909,8,6,2,5,10,1,0.042,0.266665,0.75,0.25
2,8910,6,6,0,4,7,1,0.027,0.199999,1,0
2,8911,29,25,4,6,10,1,0.184,0.966662,0.862069,0.137931
2,8912,15,14,1,4,10,1,0.066,0.499998,0.933333,0.0666667
2,8913,10,10,0,4,10,1,0.047,0.333332,1,0
2,8914,8,7,1,5,10,2,0.045,0.266665,0.875,0.125
2,8915,6,5,1,4,8,1,0.029,0.199999,0.833333,0.166667
2,8916,29,28,1,5,10,1,0.161,0.966662,0.965517,0.0344828
2,8917,15,15,0,5,10,1,0.075,0.499998,1,0
2,8918,10,10,0,5,10,4,0.058,0.333332,1,0
2,8919,8,6,2,3,8,1,0.03,0.266665,0.75,0.25
2,8920,6,5,1,6,10,2,0.041,0.199999,0.833333,0.166667
2,8921,28,26,2,5,10,1,0.16,0.933329,0.928571,0.0714286
2,8922,15,14,1,6,10,1,0.095,0.499998,0.933333,0.0666667
2,8923,10,8,2,6,10,1,0.06,0.333332,0.8,0.2
2,8924,8,8,0,5,10,2,0.046,0.266665,1,0
2,8925,6,6,0,4,9,1,0.029,0.199999,1,0
2,8926,29,27,2,5,10,1,0.172,0.966662,0.931034,0.0689655
2,8927,15,14,1,7,10,1,0.106,0.499998,0.933333,0.0666667
2,8928,10,10,0,4,10,1,0.042,0.333332,1,0
2,8929,8,5,3,6,10,3,0.05,0.266665,0.625,0.375
2,8930,6,6,0,3,6,1,0.022,0.199999,1,0
2,8931,29,27,2,5,10,1,0.15,0.966662,0.931034,0.0689655
2,8932,15,14,1,5,10,1,0.078,0.499998,0.933333,0.0666667
2,8933,10,8,2,5,8,1,0.052,0.333332,0.8,0.2
2,8934,8,8,0,5,10,1,0.043,0.266665,1,0
2,8935,6,6,0,6,10,2,0.039,0.199999,1,0
2,8936,29,25,4,5,10,1,0.15,0.966662,0.862069,0.137931
2,8937,15,13,2,4,10,1,0.07,0.499998,0.866667,0.133333
2,8938,10,10,0,5,10,3,0.058,0.333332,1,0
2,8939,8,8,0,6,10,2,0.055,0.266665,1,0
2,8940,6,4,2,6,10,2,0.036,0.199999,0.666667,0.333333
2,8941,29,27,2,6,10,1,0.175,0.966662,0.931034,0.0689655
2,8942,15,13,2,5,9,1,0.089,0.499998,0.866667,0.133333
2,8943,10,10,0,4,10,1,0.045,0.333332,1,0
2,8944,8,7,1,5,9,2,0.045,0.266665,0.875,0.125
2,8945,6,6,0,3,6,1,0.022,0.199999,1,0
2,8946,29,29,0,5,10,1,0.156,0.966662,1,0
2,8947,15,12,3,5,9,2,0.087,0.499998,0.8,0.2
2,8948,10,8,2,6,10,3,0.064,0.333332,0.8,0.2
2,8949,8,8,0,4,10,1,0.037,0.266665,1,0
2,8950,6,5,1,5,10,1,0.032,0.199999,0.833333,0.166667
2,8951,28,28,0,5,10,1,0.155,0.933329,1,0
2,8952,15,14,1,6,10,2,0.091,0.499998,0.933333,0.0666667
2,8953,10,10,0,6,10,2,0.062,0.333332,1,0
2,8954,8,8,0,3,7,1,0.031,0.266665,1,0
2,8955,6,5,1,7,10,4,0.046,0.199999,0.833333,0.166667
2,8956,29,26,3,5,10,1,0.148,0.966662,0.896552,0.103448
2,8957,15,12,3,6,10,1,0.095,0.499998,0.8,0.2
2,8958,10,9,1,5,10,2,0.057,0.333332,0.9,0.1
2,8959,8,8,0,6,10,1,0.051,0.266665,1,0
2,8960,6,5,1,4,9,1,0.025,0.199999,0.833333,0.166667
2,8961,29,28,1,4,10,1,0.138,0.966662,0.965517,0.0344828
2,8962,15,14,1,6,10,1,0.101,0.499998,0.933333,0.0666667
2,8963,10,10,0,3,10,1,0.035,0.333332,1,0
2,8964,8,7,1,4,8,2,0.033,0.266665,0.875,0.125
2,8965,6,5,1,5,10,2,0.03,0.199999,0.833333,0.166667
2,8966,29,27,2,4,10,1,0.134,0.966662,0.931034,0.0689655
2,8967,15,14,1,4,9,1,0.062,0.499998,0.933333,0.0666667
2,8968,10,9,1,5,10,1,0.051,0.333332,0.9,0.1
2,8969,8,8,0,6,10,4,0.055,0.266665,1,0
2,8970,6,6,0,5,10,1,0.035,0.199999,1,0
2,8971,29,26,3,5,10,1,0.145,0.966662,0.896552,0.103448
2,8972,15,14,1,5,10,2,0.082,0.499998,0.933333,0.0666667
2,8973,10,9,1,7,10,2,0.071,0.333332,0.9,0.1
2,8974,8,7,1,6,10,1,0.048,0.266665,0.875,0.125
2,8975,6,5,1,6,10,1,0.04,0.199999,0.833333,0.166667
2,8976,29,27,2,6,10,1,0.178,0.966662,0.931034,0.0689655
2,8977,15,14,1,5,10,1,0.075,0.499998,0.933333,0.0666667
2,8978,10,10,0,5,8,2,0.052,0.333332,1,0
2,8979,8,7,1,7,10,5,0.062,0.266665,0.875,0.125
2,8980,6,4,2,7,10,5,0.046,0.199999,0.666667,0.333333
2,8981,29,27,2,5,10,1,0.147,0.966662,0.931034,0.0689655
2,8982,15,13,2,6,10,1,0.093,0.499998,0.866667,0.133333
2,8983,10,10,0,4,9,1,0.049,0.333332,1,0
2,8984,8,8,0,4,8,1,0.034,0.266665,1,0
2,8985,6,6,0,4,10,1,0.026,0.199999,1,0
2,8986,29,28,1,6,10,1,0.18,0.966662,0.965517,0.0344828
2,8987,15,15,0,5,10,1,0.082,0.499998,1,0
2,8988,10,10,0,5,9,2,0.057,0.333332,1,0
2,8989,8,5,3,8,10,3,0.067,0.266665,0.625,0.375
2,8990,6,6,0,5,10,2,0.032,0.199999,1,0
2,8991,29,26,3,5,10,1,0.155,0.966662,0.896552,0.103448
2,8992,15,13,2,4,9,1,0.067,0.499998,0.866667,0.133333
2,8993,10,10,0,4,8,1,0.047,0.333332,1,0
2,8994,8,6,2,6,10,1,0.052,0.266665,0.75,0.25
2,8995,6,5,1,4,9,1,0.028,0.199999,0.833333,0.166667
2,8996,29,26,3,4,10,1,0.14,0.966662,0.896552,0.103448
2,8997,15,13,2,4,10,1,0.071,0.499998,0.866667,0.133333
2,8998,10,9,1,5,10,2,0.055,0.333332,0.9,0.1
2,8999,8,7,1,4,9,1,0.033,0.266665,0.875,0.125
2,9000,6,6,0,5,9,3,0.033,0.199999,1,0
2,9001,29,26,3,5,10,1,0.155,0.966662,0.896552,0.103448
2,9002,15,12,3,4,10,1,0.063,0.499998,0.8,0.2
2,9003,10,9,1,6,10,2,0.065,0.333332,0.9,0.1
2,9004,8,8,0,5,8,3,0.041,0.266665,1,0
2,9005,6,6,0,5,9,3,0.034,0.199999,1,0
2,9006,29,26,3,6,10,1,0.183,0.966662,0.896552,0.103448
2,9007,15,14,1,5,10,1,0.077,0.499998,0.933333,0.0666667
2,9008,10,9,1,6,9,1,0.06,0.333332,0.9,0.1
2,9009,8,7,1,7,10,1,0.056,0.266665,0.875,0.125
2,9010,6,6,0,3,6,2,0.022,0.199999,1,0
2,9011,29,27,2,5,10,1,0.161,0.966662,0.931034,0.0689655
2,9012,15,15,0,5,10,1,0.088,0.499998,1,0
2,9013,10,10,0,5,9,1,0.053,0.333332,1,0
2,9014,8,7,1,6,9,3,0.048,0.266665,0.875,0.125
2,9015,6,6,0,5,9,2,0.032,0.199999,1,0
2,9016,29,25,4,5,10,1,0.171,0.966662,0.862069,0.137931
2,9017,15,12,3,6,10,4,0.099,0.499998,0.8,0.2
2,9018,10,8,2,5,9,1,0.057,0.333332,0.8,0.2
2,9019,8,7,1,6,10,2,0.048,0.266665,0.875,0.125
2,9020,6,3,3,5,9,1,0.032,0.199999,0.5,0.5
2,9021,29,24,5,5,9,1,0.149,0.966662,0.827586,0.172414
2,9022,15,12,3,5,10,1,0.081,0.499998,0.8,0.2
2,9023,10,10,0,5,10,1,0.055,0.333332,1,0
2,9024,8,7,1,4,7,1,0.032,0.266665,0.875,0.125
2,9025,6,4,2,3,5,1,0.021,0.199999,0.666667,0.333333
2,9026,29,27,2,4,10,1,0.142,0.966662,0.931034,0.0689655
2,9027,15,12,3,5,9,1,0.082,0.499998,0.8,0.2
2,9028,10,9,1,5,10,1,0.054,0.333332,0.9,0.1
2,9029,8,6,2,5,10,1,0.044,0.266665,0.75,0.25
2,9030,6,6,0,5,10,2,0.032,0.199999,1,0
2,9031,29,23,6,4,10,1,0.138,0.966662,0.793103,0.206897
2,9032,15,14,1,6,10,1,0.098,0.499998,0.933333,0.0666667
2,9033,10,8,2,4,10,1,0.047,0.333332,0.8,0.2
2,9034,8,6,2,6,10,3,0.054,0.266665,0.75,0.25
2,9035,6,5,1,4,6,3,0.029,0.199999,0.833333,0.166667
2,9036,29,26,3,5,10,1,0.147,0.966662,0.896552,0.103448
2,9037,15,15,0,4,10,1,0.074,0.499998,1,0
2,9038,10,10,0,6,10,3,0.068,0.333332,1,0
2,9039,8,7,1,6,10,1,0.051,0.266665,0.875,0.125
2,9040,6,5,1,7,10,3,0.042,0.199999,0.833333,0.166667
2,9041,29,27,2,5,10,1,0.172,0.966662,0.931034,0.0689655
2,9042,15,11,4,5,10,1,0.079,0.499998,0.733333,0.266667
2,9043,10,10,0,4,8,1,0.04,0.333332,1,0
2,9044,8,8,0,5,10,1,0.041,0.266665,1,0
2,9045,6,5,1,7,10,5,0.046,0.199999,0.833333,0.166667
2,9046,29,26,3,5,10,1,0.152,0.966662,0.896552,0.103448
2,9047,15,13,2,5,10,1,0.089,0.499998,0.866667,0.133333
2,9048,10,10,0,5,10,2,0.052,0.333332,1,0
2,9049,8,7,1,4,10,1,0.039,0.266665,0.875,0.125
2,9050,6,6,0,5,9,1,0.032,0.199999,1,0
2,9051,29,26,3,6,10,1,0.176,0.966662,0.896552,0.103448
2,9052,15,14,1,5,10,1,0.085,0.499998,0.933333,0.0666667
2,9053,10,8,2,6,10,1,0.067,0.333332,0.8,0.2
2,9054,8,8,0,4,10,1,0.039,0.266665,1,0
2,9055,6,6,0,6,10,3,0.038,0.199999,1,0
2,9056,29,24,5,5,10,2,0.168,0.966662,0.827586,0.172414
2,9057,15,15,0,6,10,1,0.097,0.499998,1,0
2,9058,10,9,1,5,10,2,0.058,0.333332,0.9,0.1
2,9059,8,6,2,5,10,2,0.044,0.266665,0.75,0.25
2,9060,6,5,1,4,7,1,0.025,0.199999,0.833333,0.166667
2,9061,29,27,2,5,10,1,0.152,0.966662,0.931034,0.0689655
2,9062,15,12,3,4,10,1,0.073,0.499998,0.8,0.2
2,9063,10,9,1,6,10,3,0.06,0.333332,0.9,0.1
2,9064,8,8,0,4,9,2,0.033,0.266665,1,0
2,9065,6,6,0,6,10,2,0.036,0.199999,1,0
2,9066,29,25,4,6,10,2,0.194,0.966662,0.862069,0.137931
2,9067,15,15,0,5,10,1,0.084,0.499998,1,0
2,9068,10,10,0,6,10,2,0.063,0.333332,1,0
2,9069,8,6,2,5,9,2,0.04,0.266665,0.75,0.25
2,9070,6,5,1,7,10,6,0.046,0.199999,0.833333,0.166667
2,9071,28,24,4,4,10,1,0.122,0.933329,0.857143,0.142857
2,9072,15,13,2,4,9,1,0.066,0.499998,0.866667,0.133333
2,9073,10,10,0,6,10,2,0.065,0.333332,1,0
2,9074,8,7,1,5,9,2,0.04,0.266665,0.875,0.125
2,9075,6,5,1,6,8,4,0.036,0.199999,0.833333,0.166667
2,9076,29,22,7,6,10,1,0.174,0.966662,0.758621,0.241379
2,9077,15,11,4,4,9,1,0.073,0.499998,0.733333,0.266667
2,9078,10,9,1,4,8,1,0.043,0.333332,0.9,0.1
2,9079,8,7,1,5,10,1,0.044,0.266665,0.875,0.125
2,9080,6,6,0,5,8,3,0.03,0.199999,1,0
2,9081,29,27,2,5,10,1,0.166,0.966662,0.931034,0.0689655
2,9082,15,14,1,5,10,1,0.085,0.499998,0.933333,0.0666667
2,9083,10,10,0,6,10,3,0.067,0.333332,1,0
2,9084,8,6,2,6,10,1,0.051,0.266665,0.75,0.25
2,9085,6,6,0,5,10,1,0.033,0.199999,1,0
2,9086,29,26,3,4,9,1,0.126,0.966662,0.896552,0.103448
2,9087,15,15,0,6,10,1,0.104,0.499998,1,0
2,9088,10,10,0,5,10,2,0.056,0.333332,1,0
2,9089,8,6,2,6,10,2,0.05,0.266665,0.75,0.25
2,9090,6,5,1,6,10,3,0.04,0.199999,0.833333,0.166667
2,9091,29,27,2,5,10,1,0.152,0.966662,0.931034,0.0689655
2,9092,15,14,1,5,10,1,0.082,0.499998,0.933333,0.0666667
2,9093,10,10,0,5,10,1,0.057,0.333332,1,0
2,9094,8,7,1,6,10,1,0.048,0.266665,0.875,0.125
2,9095,6,4,2,4,8,1,0.024,0.199999,0.666667,0.333333
2,9096,29,27,2,5,10,1,0.146,0.966662,0.931034,0.0689655
2,9097,15,13,2,6,10,2,0.102,0.499998,0.866667,0.133333
2,9098,10,10,0,5,9,2,0.058,0.333332,1,0
2,9099,8,7,1,4,10,2,0.038,0.266665,0.875,0.125
2,9100,6,6,0,4,10,1,0.029,0.199999,1,0
2,9101,29,24,5,5,10,1,0.159,0.966662,0.827586,0.172414
2,9102,15,12,3,7,10,1,0.105,0.499998,0.8,0.2
2,9103,10,10,0,4,9,1,0.045,0.333332,1,0
2,9104,8,7,1,4,10,1,0.039,0.266665,0.875,0.125
2,9105,6,5,1,6,9,3,0.039,0.199999,0.833333,0.166667
2,9106,29,28,1,5,10,1,0.164,0.966662,0.965517,0.0344828
2,9107,15,12,3,4,10,1,0.071,0.499998,0.8,0.2
2,9108,10,10,0,5,8,1,0.057,0.333332,1,0
2,9109,8,8,0,4,10,1,0.038,0.266665,1,0
2,9110,6,6,0,3,5,1,0.021,0.199999,1,0
2,9111,29,28,1,5,10,1,0.172,0.966662,0.965517,0.0344828
2,9112,15,13,2,5,10,1,0.08,0.499998,0.866667,0.133333
2,9113,10,7,3,5,9,1,0.053,0.333332,0.7,0.3
2,9114,8,8,0,4,9,2,0.039,0.266665,1,0
2,9115,6,5,1,7,10,2,0.042,0.199999,0.833333,0.166667
2,9116,29,29,0,5,10,1,0.173,0.966662,1,0
2,9117,15,11,4,5,10,1,0.085,0.499998,0.733333,0.266667
2,9118,10,9,1,5,9,1,0.055,0.333332,0.9,0.1
2,9119,8,7,1,6,10,1,0.052,0.266665,0.875,0.125
2,9120,6,6,0,5,9,2,0.031,0.199999,1,0
2,9121,29,26,3,4,10,1,0.14,0.966662,0.896552,0.103448
2,9122,15,13,2,6,10,1,0.09,0.499998,0.866667,0.133333
2,9123,10,10,0,5,10,1,0.053,0.333332,1,0
2,9124,8,8,0,5,10,1,0.042,0.266665,1,0
2,9125,6,6,0,6,8,3,0.039,0.199999,1,0
2,9126,29,27,2,5,10,1,0.166,0.966662,0.931034,0.0689655
2,9127,15,12,3,5,10,2,0.082,0.499998,0.8,0.2
2,9128,10,7,3,4,9,1,0.044,0.333332,0.7,0.3
2,9129,8,6,2,4,10,1,0.039,0.266665,0.75,0.25
2,9130,6,5,1,5,9,2,0.03,0.199999,0.833333,0.166667
2,9131,29,28,1,5,10,1,0.16,0.966662,0.965517,0.0344828
2,9132,15,15,0,5,9,1,0.08,0.499998,1,0
2,9133,10,10,0,6,10,2,0.06,0.333332,1,0
2,9134,8,8,0,5,8,2,0.041,0.266665,1,0
2,9135,6,6,0,5,10,1,0.032,0.199999,1,0
2,9136,29,27,2,5,10,1,0.172,0.966662,0.931034,0.0689655
2,9137,15,13,2,5,10,1,0.087,0.499998,0.866667,0.133333
2,9138,10,9,1,5,9,1,0.057,0.333332,0.9,0.1
2,9139,8,7,1,7,10,2,0.059,0.266665,0.875,0.125
2,9140,6,6,0,5,10,1,0.03,0.199999,1,0
2,9141,29,26,3,5,10,1,0.153,0.966662,0.896552,0.103448
2,9142,15,14,1,5,10,1,0.078,0.499998,0.933333,0.0666667
2,9143,10,9,1,5,10,1,0.054,0.333332,0.9,0.1
2,9144,8,5,3,6,10,1,0.05,0.266665,0.625,0.375
2,9145,6,6,0,4,10,1,0.028,0.199999,1,0
2,9146,29,24,5,5,10,1,0.146,0.966662,0.827586,0.172414
2,9147,15,13,2,3,8,1,0.055,0.499998,0.866667,0.133333
2,9148,10,10,0,4,10,1,0.048,0.333332,1,0
2,9149,8,7,1,6,10,4,0.053,0.266665,0.875,0.125
2,9150,6,6,0,6,10,2,0.037,0.199999,1,0
2,9151,28,23,5,5,9,1,0.16,0.933329,0.821429,0.178571
2,9152,15,13,2,4,9,1,0.068,0.499998,0.866667,0.133333
2,9153,10,9,1,7,10,4,0.074,0.333332,0.9,0.1
2,9154,8,8,0,4,9,1,0.033,0.266665,1,0
2,9155,6,6,0,7,10,3,0.046,0.199999,1,0
2,9156,29,25,4,6,10,1,0.176,0.966662,0.862069,0.137931
2,9157,15,15,0,6,10,2,0.102,0.499998,1,0
2,9158,10,8,2,6,10,1,0.063,0.333332,0.8,0.2
2,9159,8,8,0,6,9,4,0.051,0.266665,1,0
2,9160,6,6,0,5,10,1,0.034,0.199999,1,0
2,9161,29,28,1,5,10,1,0.169,0.966662,0.965517,0.0344828
2,9162,15,13,2,5,10,1,0.078,0.499998,0.866667,0.133333
2,9163,10,9,1,5,9,1,0.057,0.333332,0.9,0.1
2,9164,8,8,0,8,10,4,0.066,0.266665,1,0
2,9165,6,6,0,5,8,2,0.03,0.199999,1,0
2,9166,29,24,5,6,10,1,0.19,0.966662,0.827586,0.172414
2,9167,15,13,2,6,10,1,0.095,0.499998,0.866667,0.133333
2,9168,10,9,1,5,10,1,0.054,0.333332,0.9,0.1
2,9169,8,8,0,4,10,1,0.038,0.266665,1,0
2,9170,6,5,1,7,10,1,0.043,0.199999,0.833333,0.166667
2,9171,29,23,6,5,10,1,0.16,0.966662,0.793103,0.206897
2,9172,15,14,1,5,10,1,0.076,0.499998,0.933333,0.0666667
2,9173,10,8,2,5,9,2,0.052,0.333332,0.8,0.2
2,9174,8,8,0,7,10,3,0.059,0.266665,1,0
2,9175,6,5,1,6,8,2,0.036,0.199999,0.833333,0.166667
2,9176,29,25,4,5,10,1,0.156,0.966662,0.862069,0.137931
2,9177,15,13,2,5,10,1,0.08,0.499998,0.866667,0.133333
2,9178,10,9,1,5,10,1,0.054,0.333332,0.9,0.1
2,9179,8,8,0,4,9,1,0.034,0.266665,1,0
2,9180,6,5,1,6,10,1,0.036,0.199999,0.833333,0.166667
2,9181,29,25,4,5,10,1,0.152,0.966662,0.862069,0.137931
2,9182,15,14,1,5,9,1,0.082,0.499998,0.933333,0.0666667
2,9183,10,9,1,4,9,1,0.043,0.333332,0.9,0.1
2,9184,8,5,3,5,9,1,0.047,0.266665,0.625,0.375
2,9185,6,4,2,6,10,3,0.041,0.199999,0.666667,0.333333
2,9186,29,29,0,5,10,1,0.165,0.966662,1,0
2,9187,15,14,1,5,10,1,0.084,0.499998,0.933333,0.0666667
2,9188,10,10,0,6,10,2,0.068,0.333332,1,0
2,9189,8,6,2,5,10,1,0.045,0.266665,0.75,0.25
2,9190,6,6,0,6,9,5,0.04,0.199999,1,0
2,9191,28,26,2,5,10,1,0.14,0.933329,0.928571,0.0714286
2,9192,15,15,0,6,10,2,0.09,0.499998,1,0
2,9193,10,9,1,6,10,2,0.061,0.333332,0.9,0.1
2,9194,8,8,0,3,9,1,0.028,0.266665,1,0
2,9195,6,6,0,5,9,1,0.031,0.199999,1,0
2,9196,28,25,3,5,10,1,0.153,0.933329,0.892857,0.107143
2,9197,15,15,0,6,10,2,0.097,0.499998,1,0
2,9198,10,10,0,7,10,1,0.071,0.333332,1,0
2,9199,8,8,0,5,9,1,0.045,0.266665,1,0
2,9200,6,5,1,4,7,3,0.028,0.199999,0.833333,0.166667
2,9201,29,28,1,6,10,2,0.178,0.966662,0.965517,0.0344828
2,9202,15,14,1,5,9,1,0.087,0.499998,0.933333,0.0666667
2,9203,10,10,0,6,10,2,0.069,0.333332,1,0
2,9204,8,7,1,6,10,1,0.054,0.266665,0.875,0.125
2,9205,6,5,1,6,9,4,0.036,0.199999,0.833333,0.166667
2,9206,29,29,0,5,10,1,0.154,0.966662,1,0
2,9207,15,12,3,4,10,1,0.072,0.499998,0.8,0.2
2,9208,10,7,3,3,9,1,0.037,0.333332,0.7,0.3
2,9209,8,8,0,6,9,1,0.05,0.266665,1,0
2,9210,6,5,1,5,9,4,0.032,0.199999,0.833333,0.166667
2,9211,29,25,4,5,10,1,0.148,0.966662,0.862069,0.137931
2,9212,15,13,2,5,9,1,0.075,0.499998,0.866667,0.133333
2,9213,10,8,2,5,9,1,0.054,0.333332,0.8,0.2
2,9214,8,8,0,5,10,1,0.044,0.266665,1,0
2,9215,6,6,0,6,10,2,0.039,0.199999,1,0
2,9216,29,26,3,5,10,1,0.165,0.966662,0.896552,0.103448
2,9217,15,14,1,5,10,1,0.079,0.499998,0.933333,0.0666667
2,9218,10,8,2,5,10,1,0.059,0.333332,0.8,0.2
2,9219,8,8,0,5,9,1,0.04,0.266665,1,0
2,9220,6,6,0,5,9,1,0.03,0.199999,1,0
2,9221,29,26,3,4,10,1,0.141,0.966662,0.896552,0.103448
2,9222,15,11,4,4,10,1,0.073,0.499998,0.733333,0.266667
2,9223,10,9,1,6,10,2,0.061,0.333332,0.9,0.1
2,9224,8,8,0,4,10,2,0.039,0.266665,1,0
2,9225,6,6,0,5,10,1,0.035,0.199999,1,0
2,9226,29,28,1,5,10,1,0.168,0.966662,0.965517,0.0344828
2,9227,15,15,0,6,10,1,0.091,0.499998,1,0
2,9228,10,9,1,5,9,1,0.055,0.333332,0.9,0.1
2,9229,8,6,2,5,9,2,0.043,0.266665,0.75,0.25
2,9230,6,5,1,5,7,1,0.031,0.199999,0.833333,0.166667
