Round,Description,Total,Success,Error,Avg(ms),Max(ms),Min(ms),TotalTime(s),Throughput(tps),SuccessRate,ErrorRate
1,4577,15,12,3,5,10,1,0.08,0.499997,0.8,0.2
1,4578,10,9,1,7,10,4,0.078,0.333331,0.9,0.1
1,4579,7,5,2,5,9,1,0.035,0.233332,0.714286,0.285714
1,4580,6,4,2,5,10,1,0.031,0.199999,0.666667,0.333333
1,4581,30,26,4,6,10,1,0.192,0.999994,0.866667,0.133333
1,4582,15,13,2,6,10,2,0.096,0.499997,0.866667,0.133333
1,4583,10,9,1,4,9,1,0.044,0.333331,0.9,0.1
1,4584,7,6,1,8,10,4,0.057,0.233332,0.857143,0.142857
1,4585,6,5,1,6,10,1,0.036,0.199999,0.833333,0.166667
1,4586,30,25,5,6,10,1,0.196,0.999994,0.833333,0.166667
1,4587,15,13,2,5,10,1,0.081,0.499997,0.866667,0.133333
1,4588,10,9,1,5,10,2,0.053,0.333331,0.9,0.1
1,4589,7,6,1,4,8,2,0.029,0.233332,0.857143,0.142857
1,4590,6,6,0,4,9,1,0.026,0.199999,1,0
1,4591,30,29,1,6,10,1,0.19,0.999994,0.966667,0.0333333
1,4592,15,14,1,6,10,1,0.09,0.499997,0.933333,0.0666667
1,4593,10,8,2,5,9,1,0.05,0.333331,0.8,0.2
1,4594,7,6,1,4,8,1,0.032,0.233332,0.857143,0.142857
1,4595,6,6,0,6,10,4,0.04,0.199999,1,0
1,4596,30,26,4,5,10,1,0.16,0.999994,0.866667,0.133333
1,4597,15,13,2,5,10,1,0.087,0.499997,0.866667,0.133333
1,4598,10,10,0,5,8,2,0.053,0.333331,1,0
1,4599,7,7,0,6,10,2,0.045,0.233332,1,0
1,4600,6,6,0,5,9,1,0.034,0.199999,1,0
1,4601,30,28,2,5,10,1,0.166,0.999994,0.933333,0.0666667
1,4602,15,15,0,5,10,1,0.081,0.499997,1,0
1,4603,10,8,2,6,9,3,0.062,0.333331,0.8,0.2
1,4604,7,7,0,5,10,2,0.04,0.233332,1,0
1,4605,6,6,0,5,9,1,0.032,0.199999,1,0
1,4606,30,25,5,4,10,1,0.147,0.999994,0.833333,0.166667
1,4607,15,13,2,4,10,1,0.065,0.499997,0.866667,0.133333
1,4608,10,7,3,7,10,4,0.078,0.333331,0.7,0.3
1,4609,7,6,1,5,10,3,0.04,0.233332,0.857143,0.142857
1,4610,6,5,1,4,6,2,0.024,0.199999,0.833333,0.166667
1,4611,30,25,5,5,10,1,0.164,0.999994,0.833333,0.166667
1,4612,15,11,4,5,10,2,0.083,0.499997,0.733333,0.266667
1,4613,10,8,2,6,10,1,0.067,0.333331,0.8,0.2
1,4614,7,7,0,6,9,2,0.045,0.233332,1,0
1,4615,6,5,1,7,9,5,0.042,0.199999,0.833333,0.166667
1,4616,30,25,5,5,10,1,0.157,0.999994,0.833333,0.166667
1,4617,15,13,2,6,10,2,0.097,0.499997,0.866667,0.133333
1,4618,10,8,2,5,9,2,0.057,0.333331,0.8,0.2
1,4619,7,7,0,4,9,2,0.033,0.233332,1,0
1,4620,6,6,0,6,9,2,0.039,0.199999,1,0
1,4621,30,27,3,6,10,1,0.186,0.999994,0.9,0.1
1,4622,15,14,1,5,10,2,0.089,0.499997,0.933333,0.0666667
1,4623,10,9,1,4,9,1,0.045,0.333331,0.9,0.1
1,4624,7,5,2,7,10,5,0.053,0.233332,0.714286,0.285714
1,4625,6,6,0,4,8,2,0.029,0.199999,1,0
1,4626,30,26,4,4,10,1,0.144,0.999994,0.866667,0.133333
1,4627,15,14,1,6,10,2,0.099,0.499997,0.933333,0.0666667
1,4628,10,10,0,5,10,1,0.051,0.333331,1,0
1,4629,7,5,2,3,9,1,0.027,0.233332,0.714286,0.285714
1,4630,6,6,0,5,10,2,0.033,0.199999,1,0
1,4631,30,25,5,6,10,1,0.19,0.999994,0.833333,0.166667
1,4632,15,14,1,6,10,1,0.1,0.499997,0.933333,0.0666667
1,4633,10,9,1,5,10,1,0.055,0.333331,0.9,0.1
1,4634,7,6,1,7,10,5,0.05,0.233332,0.857143,0.142857
1,4635,6,6,0,6,10,2,0.037,0.199999,1,0
1,4636,30,26,4,6,10,1,0.181,0.999994,0.866667,0.133333
1,4637,15,12,3,4,9,1,0.067,0.499997,0.8,0.2
1,4638,10,9,1,6,10,3,0.066,0.333331,0.9,0.1
1,4639,7,7,0,4,9,1,0.034,0.233332,1,0
1,4640,6,5,1,3,8,1,0.021,0.199999,0.833333,0.166667
1,4641,30,26,4,4,10,1,0.149,0.999994,0.866667,0.133333
1,4642,15,14,1,6,10,1,0.101,0.499997,0.933333,0.0666667
1,4643,10,10,0,4,8,1,0.048,0.333331,1,0
1,4644,7,7,0,4,7,1,0.031,0.233332,1,0
1,4645,6,6,0,6,9,3,0.037,0.199999,1,0
1,4646,30,24,6,4,9,1,0.144,0.999994,0.8,0.2
1,4647,15,14,1,3,9,1,0.057,0.499997,0.933333,0.0666667
1,4648,10,10,0,4,9,1,0.047,0.333331,1,0
1,4649,7,7,0,6,10,2,0.046,0.233332,1,0
1,4650,6,6,0,6,10,2,0.038,0.199999,1,0
1,4651,30,28,2,5,10,1,0.162,0.999994,0.933333,0.0666667
1,4652,15,14,1,5,10,1,0.081,0.499997,0.933333,0.0666667
1,4653,10,9,1,6,10,1,0.061,0.333331,0.9,0.1
1,4654,7,7,0,5,9,1,0.039,0.233332,1,0
1,4655,6,6,0,3,5,1,0.02,0.199999,1,0
1,4656,30,27,3,5,9,1,0.167,0.999994,0.9,0.1
1,4657,15,14,1,4,10,1,0.073,0.499997,0.933333,0.0666667
1,4658,10,10,0,4,8,1,0.044,0.333331,1,0
1,4659,7,7,0,7,10,1,0.049,0.233332,1,0
1,4660,6,6,0,2,5,1,0.013,0.199999,1,0
1,4661,30,29,1,4,10,1,0.144,0.999994,0.966667,0.0333333
1,4662,15,11,4,5,10,1,0.084,0.499997,0.733333,0.266667
1,4663,10,9,1,5,10,1,0.057,0.333331,0.9,0.1
1,4664,7,6,1,5,9,1,0.04,0.233332,0.857143,0.142857
1,4665,6,6,0,4,8,1,0.024,0.199999,1,0
1,4666,30,26,4,5,10,1,0.157,0.999994,0.866667,0.133333
1,4667,15,14,1,5,10,1,0.075,0.499997,0.933333,0.0666667
1,4668,10,8,2,6,10,1,0.067,0.333331,0.8,0.2
1,4669,7,7,0,5,8,3,0.036,0.233332,1,0
1,4670,6,6,0,6,10,3,0.037,0.199999,1,0
1,4671,30,27,3,5,10,1,0.172,0.999994,0.9,0.1
1,4672,15,15,0,4,9,1,0.06,0.499997,1,0
1,4673,10,8,2,4,10,1,0.048,0.333331,0.8,0.2
1,4674,7,7,0,6,10,1,0.042,0.233332,1,0
1,4675,6,5,1,4,10,1,0.027,0.199999,0.833333,0.166667
1,4676,30,28,2,5,10,1,0.157,0.999994,0.933333,0.0666667
1,4677,15,15,0,5,10,1,0.08,0.499997,1,0
1,4678,10,7,3,4,9,1,0.048,0.333331,0.7,0.3
1,4679,7,6,1,5,10,1,0.039,0.233332,0.857143,0.142857
1,4680,6,5,1,6,10,2,0.041,0.199999,0.833333,0.166667
1,4681,30,22,8,5,10,1,0.174,0.999994,0.733333,0.266667
1,4682,15,14,1,5,9,1,0.081,0.499997,0.933333,0.0666667
1,4683,10,9,1,6,10,2,0.067,0.333331,0.9,0.1
1,4684,7,6,1,6,10,1,0.046,0.233332,0.857143,0.142857
1,4685,6,5,1,5,10,1,0.032,0.199999,0.833333,0.166667
1,4686,30,28,2,6,10,1,0.183,0.999994,0.933333,0.0666667
1,4687,15,14,1,6,10,1,0.1,0.499997,0.933333,0.0666667
1,4688,10,10,0,5,10,1,0.05,0.333331,1,0
1,4689,7,6,1,5,10,1,0.036,0.233332,0.857143,0.142857
1,4690,6,5,1,5,10,3,0.035,0.199999,0.833333,0.166667
1,4691,30,28,2,5,10,1,0.176,0.999994,0.933333,0.0666667
1,4692,15,14,1,5,10,1,0.081,0.499997,0.933333,0.0666667
1,4693,10,10,0,5,10,1,0.056,0.333331,1,0
1,4694,7,6,1,4,10,2,0.033,0.233332,0.857143,0.142857
1,4695,6,5,1,7,10,1,0.045,0.199999,0.833333,0.166667
1,4696,30,25,5,5,10,1,0.159,0.999994,0.833333,0.166667
1,4697,15,15,0,4,9,1,0.066,0.499997,1,0
1,4698,10,7,3,5,10,1,0.056,0.333331,0.7,0.3
1,4699,7,6,1,4,9,1,0.033,0.233332,0.857143,0.142857
1,4700,6,5,1,6,10,4,0.04,0.199999,0.833333,0.166667
1,4701,30,26,4,5,10,1,0.156,0.999994,0.866667,0.133333
1,4702,15,14,1,5,10,1,0.08,0.499997,0.933333,0.0666667
1,4703,10,9,1,2,6,1,0.029,0.333331,0.9,0.1
1,4704,7,7,0,7,10,3,0.052,0.233332,1,0
1,4705,6,6,0,6,10,3,0.036,0.199999,1,0
1,4706,30,26,4,5,10,1,0.156,0.999994,0.866667,0.133333
1,4707,15,14,1,4,10,2,0.071,0.499997,0.933333,0.0666667
1,4708,10,9,1,3,8,1,0.039,0.333331,0.9,0.1
1,4709,7,5,2,6,10,1,0.043,0.233332,0.714286,0.285714
1,4710,6,5,1,7,9,4,0.042,0.199999,0.833333,0.166667
1,4711,30,27,3,5,10,1,0.17,0.999994,0.9,0.1
1,4712,15,13,2,5,10,1,0.088,0.499997,0.866667,0.133333
1,4713,10,10,0,5,10,1,0.059,0.333331,1,0
1,4714,7,4,3,7,10,4,0.053,0.233332,0.571429,0.428571
1,4715,6,6,0,4,10,1,0.029,0.199999,1,0
1,4716,30,28,2,6,10,2,0.194,0.999994,0.933333,0.0666667
1,4717,15,13,2,4,10,1,0.071,0.499997,0.866667,0.133333
1,4718,10,9,1,5,10,2,0.053,0.333331,0.9,0.1
1,4719,7,5,2,6,10,1,0.046,0.233332,0.714286,0.285714
1,4720,6,6,0,4,10,2,0.029,0.199999,1,0
1,4721,30,26,4,4,10,1,0.149,0.999994,0.866667,0.133333
1,4722,15,13,2,5,10,1,0.087,0.499997,0.866667,0.133333
1,4723,10,9,1,7,10,2,0.073,0.333331,0.9,0.1
1,4724,7,7,0,6,10,1,0.046,0.233332,1,0
1,4725,6,6,0,6,9,1,0.036,0.199999,1,0
1,4726,30,26,4,5,10,2,0.17,0.999994,0.866667,0.133333
1,4727,15,13,2,5,10,1,0.082,0.499997,0.866667,0.133333
1,4728,10,8,2,4,7,2,0.048,0.333331,0.8,0.2
1,4729,7,7,0,6,9,4,0.045,0.233332,1,0
1,4730,6,6,0,7,10,4,0.044,0.199999,1,0
1,4731,30,28,2,5,10,1,0.165,0.999994,0.933333,0.0666667
1,4732,15,14,1,6,10,2,0.095,0.499997,0.933333,0.0666667
1,4733,10,9,1,5,10,2,0.057,0.333331,0.9,0.1
1,4734,7,7,0,3,8,1,0.027,0.233332,1,0
1,4735,6,5,1,3,9,2,0.02,0.199999,0.833333,0.166667
1,4736,30,25,5,5,10,1,0.15,0.999994,0.833333,0.166667
1,4737,15,13,2,4,9,1,0.072,0.499997,0.866667,0.133333
1,4738,10,10,0,5,9,1,0.05,0.333331,1,0
1,4739,7,7,0,6,10,2,0.047,0.233332,1,0
1,4740,6,5,1,7,10,4,0.045,0.199999,0.833333,0.166667
1,4741,30,27,3,5,10,1,0.158,0.999994,0.9,0.1
1,4742,15,13,2,5,9,2,0.085,0.499997,0.866667,0.133333
1,4743,10,10,0,5,9,1,0.05,0.333331,1,0
1,4744,7,6,1,5,9,4,0.041,0.233332,0.857143,0.142857
1,4745,6,6,0,6,9,4,0.041,0.199999,1,0
1,4746,30,25,5,3,10,1,0.119,0.999994,0.833333,0.166667
1,4747,15,13,2,4,10,1,0.072,0.499997,0.866667,0.133333
1,4748,10,10,0,6,10,3,0.068,0.333331,1,0
1,4749,7,6,1,6,10,2,0.042,0.233332,0.857143,0.142857
1,4750,6,5,1,5,10,3,0.035,0.199999,0.833333,0.166667
1,4751,30,25,5,5,10,1,0.178,0.999994,0.833333,0.166667
1,4752,15,13,2,4,9,1,0.07,0.499997,0.866667,0.133333
1,4753,10,9,1,5,8,2,0.051,0.333331,0.9,0.1
1,4754,7,6,1,6,10,1,0.045,0.233332,0.857143,0.142857
1,4755,6,6,0,5,9,1,0.03,0.199999,1,0
1,4756,30,26,4,5,9,1,0.154,0.999994,0.866667,0.133333
1,4757,15,14,1,4,10,1,0.065,0.499997,0.933333,0.0666667
1,4758,10,10,0,6,10,1,0.06,0.333331,1,0
1,4759,7,7,0,5,10,1,0.037,0.233332,1,0
1,4760,6,5,1,5,8,1,0.03,0.199999,0.833333,0.166667
1,4761,30,29,1,6,10,1,0.19,0.999994,0.966667,0.0333333
1,4762,15,15,0,5,9,1,0.085,0.499997,1,0
1,4763,10,9,1,6,10,2,0.064,0.333331,0.9,0.1
1,4764,7,6,1,8,10,4,0.056,0.233332,0.857143,0.142857
1,4765,6,5,1,6,10,1,0.038,0.199999,0.833333,0.166667
1,4766,30,27,3,5,10,1,0.166,0.999994,0.9,0.1
1,4767,15,14,1,5,10,1,0.077,0.499997,0.933333,0.0666667
1,4768,10,10,0,4,9,1,0.045,0.333331,1,0
1,4769,7,6,1,4,10,1,0.032,0.233332,0.857143,0.142857
1,4770,6,5,1,3,5,1,0.018,0.199999,0.833333,0.166667
1,4771,30,25,5,6,10,1,0.189,0.999994,0.833333,0.166667
1,4772,15,13,2,4,10,1,0.06,0.499997,0.866667,0.133333
1,4773,10,10,0,4,10,1,0.043,0.333331,1,0
1,4774,7,6,1,4,9,1,0.032,0.233332,0.857143,0.142857
1,4775,6,6,0,6,8,4,0.041,0.199999,1,0
1,4776,30,30,0,5,10,1,0.159,0.999994,1,0
1,4777,15,13,2,6,10,2,0.097,0.499997,0.866667,0.133333
1,4778,10,9,1,7,10,3,0.072,0.333331,0.9,0.1
1,4779,7,7,0,6,9,2,0.042,0.233332,1,0
1,4780,6,6,0,5,9,2,0.03,0.199999,1,0
1,4781,30,24,6,5,10,1,0.153,0.999994,0.8,0.2
1,4782,15,12,3,4,9,1,0.071,0.499997,0.8,0.2
1,4783,10,7,3,5,9,3,0.052,0.333331,0.7,0.3
1,4784,7,6,1,5,10,1,0.038,0.233332,0.857143,0.142857
1,4785,6,5,1,5,10,3,0.031,0.199999,0.833333,0.166667
1,4786,30,28,2,5,10,1,0.155,0.999994,0.933333,0.0666667
1,4787,15,13,2,5,10,2,0.086,0.499997,0.866667,0.133333
1,4788,10,9,1,6,10,3,0.065,0.333331,0.9,0.1
1,4789,7,7,0,5,10,2,0.036,0.233332,1,0
1,4790,6,5,1,5,10,1,0.032,0.199999,0.833333,0.166667
1,4791,30,28,2,5,10,1,0.162,0.999994,0.933333,0.0666667
1,4792,15,14,1,5,10,1,0.076,0.499997,0.933333,0.0666667
1,4793,10,10,0,4,9,1,0.045,0.333331,1,0
1,4794,7,7,0,4,9,1,0.031,0.233332,1,0
1,4795,6,6,0,5,10,3,0.032,0.199999,1,0
1,4796,30,27,3,4,9,1,0.148,0.999994,0.9,0.1
1,4797,15,14,1,5,10,3,0.081,0.499997,0.933333,0.0666667
1,4798,10,10,0,5,10,2,0.057,0.333331,1,0
1,4799,7,6,1,4,10,2,0.032,0.233332,0.857143,0.142857
1,4800,6,6,0,5,9,2,0.033,0.199999,1,0
1,4801,30,27,3,5,10,1,0.157,0.999994,0.9,0.1
1,4802,15,14,1,5,9,1,0.077,0.499997,0.933333,0.0666667
1,4803,10,8,2,6,10,1,0.065,0.333331,0.8,0.2
1,4804,7,6,1,5,9,2,0.039,0.233332,0.857143,0.142857
1,4805,6,6,0,6,10,1,0.036,0.199999,1,0
1,4806,30,25,5,5,10,1,0.166,0.999994,0.833333,0.166667
1,4807,15,14,1,5,9,2,0.086,0.499997,0.933333,0.0666667
1,4808,10,9,1,5,10,2,0.057,0.333331,0.9,0.1
1,4809,7,7,0,6,10,2,0.047,0.233332,1,0
1,4810,6,6,0,4,8,1,0.029,0.199999,1,0
1,4811,30,30,0,6,10,1,0.207,0.999994,1,0
1,4812,15,13,2,5,10,1,0.078,0.499997,0.866667,0.133333
1,4813,10,9,1,4,8,1,0.041,0.333331,0.9,0.1
1,4814,7,6,1,5,9,1,0.035,0.233332,0.857143,0.142857
1,4815,6,6,0,6,10,5,0.04,0.199999,1,0
1,4816,30,30,0,5,10,1,0.151,0.999994,1,0
1,4817,15,14,1,5,10,2,0.077,0.499997,0.933333,0.0666667
1,4818,10,10,0,6,10,3,0.067,0.333331,1,0
1,4819,7,6,1,3,9,1,0.023,0.233332,0.857143,0.142857
1,4820,6,4,2,8,10,5,0.051,0.199999,0.666667,0.333333
1,4821,30,27,3,4,10,1,0.132,0.999994,0.9,0.1
1,4822,15,14,1,6,10,2,0.094,0.499997,0.933333,0.0666667
1,4823,10,10,0,4,10,1,0.045,0.333331,1,0
1,4824,7,7,0,7,10,6,0.052,0.233332,1,0
1,4825,6,5,1,4,8,2,0.026,0.199999,0.833333,0.166667
1,4826,30,27,3,5,10,1,0.169,0.999994,0.9,0.1
1,4827,15,14,1,4,10,1,0.069,0.499997,0.933333,0.0666667
1,4828,10,10,0,5,10,1,0.054,0.333331,1,0
1,4829,7,7,0,6,10,2,0.048,0.233332,1,0
1,4830,6,4,2,5,10,2,0.035,0.199999,0.666667,0.333333
1,4831,30,25,5,5,10,1,0.171,0.999994,0.833333,0.166667
1,4832,15,12,3,5,9,2,0.077,0.499997,0.8,0.2
1,4833,10,9,1,5,10,1,0.052,0.333331,0.9,0.1
1,4834,7,7,0,6,9,1,0.044,0.233332,1,0
1,4835,6,5,1,6,10,1,0.04,0.199999,0.833333,0.166667
1,4836,30,29,1,5,10,1,0.158,0.999994,0.966667,0.0333333
1,4837,15,15,0,6,10,3,0.103,0.499997,1,0
1,4838,10,8,2,5,10,1,0.051,0.333331,0.8,0.2
1,4839,7,7,0,5,8,3,0.041,0.233332,1,0
1,4840,6,6,0,6,9,3,0.039,0.199999,1,0
1,4841,30,26,4,5,10,1,0.163,0.999994,0.866667,0.133333
1,4842,15,14,1,5,10,1,0.082,0.499997,0.933333,0.0666667
1,4843,10,10,0,6,10,1,0.063,0.333331,1,0
1,4844,7,6,1,5,10,1,0.038,0.233332,0.857143,0.142857
1,4845,6,5,1,6,9,3,0.037,0.199999,0.833333,0.166667
1,4846,30,28,2,5,10,1,0.161,0.999994,0.933333,0.0666667
1,4847,15,10,5,5,10,1,0.076,0.499997,0.666667,0.333333
1,4848,10,10,0,5,10,1,0.056,0.333331,1,0
1,4849,7,7,0,6,10,3,0.044,0.233332,1,0
1,4850,6,6,0,7,10,4,0.045,0.199999,1,0
1,4851,30,24,6,5,10,1,0.154,0.999994,0.8,0.2
1,4852,15,12,3,5,10,2,0.082,0.499997,0.8,0.2
1,4853,10,9,1,6,10,1,0.061,0.333331,0.9,0.1
1,4854,7,5,2,5,10,3,0.04,0.233332,0.714286,0.285714
1,4855,6,4,2,4,9,1,0.027,0.199999,0.666667,0.333333
1,4856,30,28,2,5,10,2,0.168,0.999994,0.933333,0.0666667
1,4857,15,14,1,5,10,1,0.089,0.499997,0.933333,0.0666667
1,4858,10,10,0,6,10,2,0.061,0.333331,1,0
1,4859,7,6,1,6,10,5,0.046,0.233332,0.857143,0.142857
1,4860,6,6,0,5,9,2,0.031,0.199999,1,0
1,4861,30,27,3,3,9,1,0.118,0.999994,0.9,0.1
1,4862,15,14,1,4,9,1,0.068,0.499997,0.933333,0.0666667
1,4863,10,9,1,7,10,3,0.072,0.333331,0.9,0.1
1,4864,7,6,1,8,10,7,0.062,0.233332,0.857143,0.142857
1,4865,6,5,1,5,9,2,0.032,0.199999,0.833333,0.166667
1,4866,30,28,2,5,10,1,0.178,0.999994,0.933333,0.0666667
1,4867,15,14,1,5,10,1,0.081,0.499997,0.933333,0.0666667
1,4868,10,8,2,4,10,1,0.046,0.333331,0.8,0.2
1,4869,7,6,1,5,8,1,0.039,0.233332,0.857143,0.142857
1,4870,6,5,1,4,10,1,0.024,0.199999,0.833333,0.166667
1,4871,30,27,3,5,10,1,0.161,0.999994,0.9,0.1
1,4872,15,15,0,5,10,1,0.084,0.499997,1,0
1,4873,10,10,0,5,9,2,0.059,0.333331,1,0
1,4874,7,6,1,4,7,2,0.033,0.233332,0.857143,0.142857
1,4875,6,4,2,5,8,4,0.033,0.199999,0.666667,0.333333
1,4876,30,29,1,5,10,1,0.161,0.999994,0.966667,0.0333333
1,4877,15,11,4,6,10,2,0.097,0.499997,0.733333,0.266667
1,4878,10,9,1,4,8,1,0.045,0.333331,0.9,0.1
1,4879,7,4,3,4,10,1,0.03,0.233332,0.571429,0.428571
1,4880,6,6,0,4,9,1,0.029,0.199999,1,0
1,4881,30,23,7,6,10,1,0.2,0.999994,0.766667,0.233333
1,4882,15,14,1,4,10,1,0.071,0.499997,0.933333,0.0666667
1,4883,10,10,0,6,10,3,0.064,0.333331,1,0
1,4884,7,7,0,5,9,2,0.035,0.233332,1,0
1,4885,6,4,2,6,10,1,0.041,0.199999,0.666667,0.333333
1,4886,30,28,2,5,10,2,0.174,0.999994,0.933333,0.0666667
1,4887,15,12,3,5,10,1,0.081,0.499997,0.8,0.2
1,4888,10,9,1,4,7,1,0.043,0.333331,0.9,0.1
1,4889,7,7,0,4,9,1,0.032,0.233332,1,0
1,4890,6,4,2,4,9,2,0.029,0.199999,0.666667,0.333333
1,4891,30,28,2,5,10,1,0.171,0.999994,0.933333,0.0666667
1,4892,15,11,4,5,10,1,0.078,0.499997,0.733333,0.266667
1,4893,10,9,1,4,10,2,0.049,0.333331,0.9,0.1
1,4894,7,6,1,5,10,3,0.04,0.233332,0.857143,0.142857
1,4895,6,5,1,5,8,2,0.035,0.199999,0.833333,0.166667
1,4896,30,28,2,5,10,1,0.167,0.999994,0.933333,0.0666667
1,4897,15,15,0,5,10,1,0.088,0.499997,1,0
1,4898,10,9,1,5,9,1,0.057,0.333331,0.9,0.1
1,4899,7,4,3,5,10,3,0.04,0.233332,0.571429,0.428571
1,4900,6,6,0,5,10,2,0.034,0.199999,1,0
1,4901,30,27,3,4,10,1,0.122,0.999994,0.9,0.1
1,4902,15,14,1,5,10,1,0.089,0.499997,0.933333,0.0666667
1,4903,10,9,1,6,10,1,0.067,0.333331,0.9,0.1
1,4904,7,7,0,6,9,4,0.042,0.233332,1,0
1,4905,6,5,1,4,8,1,0.029,0.199999,0.833333,0.166667
1,4906,30,26,4,5,10,1,0.17,0.999994,0.866667,0.133333
1,4907,15,14,1,5,10,1,0.08,0.499997,0.933333,0.0666667
1,4908,10,9,1,5,9,1,0.056,0.333331,0.9,0.1
1,4909,7,7,0,6,10,2,0.044,0.233332,1,0
1,4910,6,5,1,5,9,2,0.032,0.199999,0.833333,0.166667
1,4911,30,29,1,4,10,1,0.146,0.999994,0.966667,0.0333333
1,4912,15,15,0,4,10,1,0.07,0.499997,1,0
1,4913,10,9,1,7,10,3,0.07,0.333331,0.9,0.1
1,4914,7,6,1,5,9,1,0.041,0.233332,0.857143,0.142857
1,4915,6,6,0,7,10,1,0.042,0.199999,1,0
1,4916,30,28,2,5,10,1,0.172,0.999994,0.933333,0.0666667
1,4917,15,14,1,5,10,1,0.077,0.499997,0.933333,0.0666667
1,4918,10,8,2,5,10,3,0.059,0.333331,0.8,0.2
1,4919,7,6,1,4,8,2,0.031,0.233332,0.857143,0.142857
1,4920,6,6,0,5,10,2,0.035,0.199999,1,0
1,4921,30,27,3,4,10,1,0.137,0.999994,0.9,0.1
1,4922,15,15,0,5,10,1,0.08,0.499997,1,0
1,4923,10,10,0,4,8,1,0.047,0.333331,1,0
1,4924,7,7,0,5,10,3,0.04,0.233332,1,0
1,4925,6,5,1,6,9,2,0.036,0.199999,0.833333,0.166667
1,4926,30,28,2,4,10,1,0.138,0.999994,0.933333,0.0666667
1,4927,15,13,2,6,10,2,0.091,0.499997,0.866667,0.133333
1,4928,10,8,2,6,10,4,0.067,0.333331,0.8,0.2
1,4929,7,7,0,5,10,1,0.039,0.233332,1,0
1,4930,6,6,0,5,9,2,0.032,0.199999,1,0
1,4931,30,23,7,5,9,1,0.16,0.999994,0.766667,0.233333
1,4932,15,14,1,4,9,1,0.074,0.499997,0.933333,0.0666667
1,4933,10,9,1,4,9,1,0.043,0.333331,0.9,0.1
1,4934,7,6,1,5,10,1,0.037,0.233332,0.857143,0.142857
1,4935,6,6,0,3,6,2,0.022,0.199999,1,0
1,4936,30,24,6,4,9,1,0.126,0.999994,0.8,0.2
1,4937,15,12,3,4,9,1,0.065,0.499997,0.8,0.2
1,4938,10,10,0,4,7,1,0.045,0.333331,1,0
1,4939,7,6,1,5,10,2,0.039,0.233332,0.857143,0.142857
1,4940,6,6,0,7,10,3,0.042,0.199999,1,0
1,4941,30,28,2,5,10,1,0.156,0.999994,0.933333,0.0666667
1,4942,15,14,1,5,9,1,0.075,0.499997,0.933333,0.0666667
1,4943,10,10,0,6,10,1,0.069,0.333331,1,0
1,4944,7,7,0,4,10,1,0.029,0.233332,1,0
1,4945,6,4,2,5,10,1,0.035,0.199999,0.666667,0.333333
1,4946,30,29,1,4,10,1,0.124,0.999994,0.966667,0.0333333
1,4947,15,15,0,5,10,1,0.08,0.499997,1,0
1,4948,10,10,0,5,10,1,0.057,0.333331,1,0
1,4949,7,6,1,4,6,2,0.031,0.233332,0.857143,0.142857
1,4950,6,5,1,7,10,5,0.045,0.199999,0.833333,0.166667
1,4951,30,27,3,5,10,1,0.167,0.999994,0.9,0.1
1,4952,15,13,2,4,10,1,0.07,0.499997,0.866667,0.133333
1,4953,10,8,2,6,9,1,0.06,0.333331,0.8,0.2
1,4954,7,6,1,4,10,1,0.034,0.233332,0.857143,0.142857
1,4955,6,5,1,6,10,3,0.04,0.199999,0.833333,0.166667
1,4956,30,26,4,5,9,1,0.175,0.999994,0.866667,0.133333
1,4957,15,13,2,5,10,2,0.082,0.499997,0.866667,0.133333
1,4958,10,10,0,4,9,1,0.046,0.333331,1,0
1,4959,7,7,0,6,10,1,0.042,0.233332,1,0
1,4960,6,5,1,5,10,1,0.031,0.199999,0.833333,0.166667
1,4961,30,24,6,5,10,1,0.169,0.999994,0.8,0.2
1,4962,15,15,0,5,9,1,0.078,0.499997,1,0
1,4963,10,10,0,4,9,1,0.047,0.333331,1,0
1,4964,7,7,0,3,10,1,0.026,0.233332,1,0
1,4965,6,6,0,6,10,2,0.037,0.199999,1,0
1,4966,30,25,5,6,10,1,0.19,0.999994,0.833333,0.166667
1,4967,15,12,3,4,10,1,0.073,0.499997,0.8,0.2
1,4968,10,8,2,4,7,1,0.041,0.333331,0.8,0.2
1,4969,7,5,2,4,9,1,0.032,0.233332,0.714286,0.285714
1,4970,6,6,0,6,10,2,0.041,0.199999,1,0
1,4971,30,28,2,5,10,1,0.16,0.999994,0.933333,0.0666667
1,4972,15,14,1,4,10,1,0.068,0.499997,0.933333,0.0666667
1,4973,10,6,4,5,10,1,0.055,0.333331,0.6,0.4
1,4974,7,7,0,5,8,4,0.037,0.233332,1,0
1,4975,6,6,0,5,9,1,0.03,0.199999,1,0
1,4976,30,24,6,4,9,1,0.133,0.999994,0.8,0.2
1,4977,15,12,3,5,10,1,0.077,0.499997,0.8,0.2
1,4978,10,8,2,4,10,1,0.044,0.333331,0.8,0.2
1,4979,7,6,1,5,9,1,0.036,0.233332,0.857143,0.142857
1,4980,6,6,0,4,10,1,0.028,0.199999,1,0
1,4981,30,26,4,5,10,1,0.171,0.999994,0.866667,0.133333
1,4982,15,15,0,5,10,1,0.079,0.499997,1,0
1,4983,10,10,0,6,10,2,0.063,0.333331,1,0
1,4984,7,7,0,4,10,1,0.033,0.233332,1,0
1,4985,6,5,1,4,8,2,0.029,0.199999,0.833333,0.166667
1,4986,30,25,5,5,10,1,0.166,0.999994,0.833333,0.166667
