轮次编号,任务描述,总执行次数,成功次数,失败次数,平均耗时(ms),最大耗时(ms),最小耗时(ms),总耗时(s),吞吐量(tps),成功率,错误率
3,13145,3,3,0,5,11,1,0.016,0.0999957,1,0
3,13146,4,3,1,5,10,1,0.023,0.133328,0.75,0.25
3,13147,4,4,0,7,10,4,0.028,0.133328,1,0
3,13148,3,3,0,4,9,1,0.012,0.0999957,1,0
3,13149,3,3,0,7,11,1,0.022,0.0999957,1,0
3,13150,3,3,0,3,6,2,0.01,0.0999957,1,0
3,13151,4,4,0,4,9,2,0.018,0.133328,1,0
3,13152,4,4,0,5,8,1,0.021,0.133328,1,0
3,13153,3,3,0,6,10,4,0.02,0.0999957,1,0
3,13154,3,2,1,7,8,6,0.021,0.0999957,0.666667,0.333333
3,13155,3,3,0,7,10,5,0.023,0.0999957,1,0
3,13156,4,3,1,7,11,4,0.029,0.133328,0.75,0.25
3,13157,4,4,0,8,10,8,0.035,0.133328,1,0
3,13158,3,2,1,3,6,1,0.011,0.0999957,0.666667,0.333333
3,13159,3,3,0,6,10,2,0.019,0.0999957,1,0
3,13160,3,3,0,7,10,3,0.022,0.0999957,1,0
3,13161,4,3,1,5,7,1,0.02,0.133328,0.75,0.25
3,13162,4,4,0,5,9,2,0.023,0.133328,1,0
3,13163,3,3,0,6,7,5,0.019,0.0999957,1,0
3,13164,3,2,1,4,7,1,0.014,0.0999957,0.666667,0.333333
3,13165,3,3,0,4,7,2,0.012,0.0999957,1,0
3,13166,4,4,0,5,7,5,0.023,0.133328,1,0
3,13167,4,3,1,5,9,3,0.023,0.133328,0.75,0.25
3,13168,3,3,0,7,8,7,0.022,0.0999957,1,0
3,13169,3,1,2,6,10,4,0.02,0.0999957,0.333333,0.666667
3,13170,3,3,0,5,7,2,0.015,0.0999957,1,0
3,13171,4,3,1,5,11,1,0.022,0.133328,0.75,0.25
3,13172,4,4,0,5,10,1,0.021,0.133328,1,0
3,13173,3,3,0,2,3,1,0.006,0.0999957,1,0
3,13174,3,3,0,8,9,7,0.024,0.0999957,1,0
3,13175,3,3,0,6,10,5,0.02,0.0999957,1,0
3,13176,4,4,0,6,9,3,0.025,0.133328,1,0
3,13177,4,4,0,5,10,1,0.022,0.133328,1,0
3,13178,3,3,0,6,10,3,0.019,0.0999957,1,0
3,13179,3,3,0,6,8,5,0.02,0.0999957,1,0
3,13180,3,3,0,6,8,2,0.018,0.0999957,1,0
3,13181,4,3,1,8,10,5,0.032,0.133328,0.75,0.25
3,13182,4,4,0,8,11,4,0.032,0.133328,1,0
3,13183,3,2,1,5,8,3,0.017,0.0999957,0.666667,0.333333
3,13184,3,3,0,7,10,6,0.022,0.0999957,1,0
3,13185,3,3,0,7,9,6,0.022,0.0999957,1,0
3,13186,4,3,1,7,9,6,0.03,0.133328,0.75,0.25
3,13187,4,4,0,7,11,3,0.03,0.133328,1,0
3,13188,3,3,0,5,9,1,0.016,0.0999957,1,0
3,13189,3,3,0,3,4,2,0.01,0.0999957,1,0
3,13190,3,3,0,7,10,5,0.021,0.0999957,1,0
3,13191,4,2,2,6,10,4,0.026,0.133328,0.5,0.5
3,13192,4,4,0,6,8,5,0.026,0.133328,1,0
3,13193,3,2,1,6,8,3,0.018,0.0999957,0.666667,0.333333
3,13194,3,2,1,8,10,7,0.025,0.0999957,0.666667,0.333333
3,13195,3,2,1,8,10,7,0.025,0.0999957,0.666667,0.333333
3,13196,4,4,0,9,11,6,0.036,0.133328,1,0
3,13197,4,4,0,6,8,4,0.024,0.133328,1,0
3,13198,3,2,1,7,11,4,0.023,0.0999957,0.666667,0.333333
3,13199,3,3,0,5,8,1,0.016,0.0999957,1,0
3,13200,3,3,0,6,9,4,0.019,0.0999957,1,0
3,13201,4,3,1,6,9,4,0.024,0.133328,0.75,0.25
3,13202,4,3,1,6,10,2,0.025,0.133328,0.75,0.25
3,13203,3,3,0,4,5,3,0.012,0.0999957,1,0
3,13204,3,3,0,2,3,2,0.007,0.0999957,1,0
3,13205,3,3,0,5,11,1,0.016,0.0999957,1,0
3,13206,4,3,1,5,8,3,0.021,0.133328,0.75,0.25
3,13207,4,4,0,6,7,5,0.025,0.133328,1,0
3,13208,3,3,0,8,10,6,0.024,0.0999957,1,0
3,13209,3,2,1,7,10,4,0.022,0.0999957,0.666667,0.333333
3,13210,3,3,0,4,5,2,0.012,0.0999957,1,0
3,13211,4,4,0,6,10,4,0.027,0.133328,1,0
3,13212,4,4,0,6,10,2,0.025,0.133328,1,0
3,13213,3,3,0,7,10,3,0.022,0.0999957,1,0
3,13214,3,3,0,6,10,2,0.02,0.0999957,1,0
3,13215,3,3,0,7,8,5,0.021,0.0999957,1,0
3,13216,4,3,1,8,11,5,0.034,0.133328,0.75,0.25
3,13217,4,4,0,8,10,7,0.034,0.133328,1,0
3,13218,3,3,0,5,8,3,0.015,0.0999957,1,0
3,13219,3,3,0,5,9,3,0.016,0.0999957,1,0
3,13220,3,2,1,9,11,7,0.028,0.0999957,0.666667,0.333333
3,13221,4,4,0,7,10,5,0.031,0.133328,1,0
3,13222,4,4,0,8,10,7,0.034,0.133328,1,0
3,13223,3,3,0,5,8,2,0.015,0.0999957,1,0
3,13224,3,3,0,5,10,1,0.015,0.0999957,1,0
3,13225,3,3,0,6,10,4,0.019,0.0999957,1,0
3,13226,4,4,0,7,11,3,0.029,0.133328,1,0
3,13227,4,4,0,5,10,2,0.023,0.133328,1,0
3,13228,3,3,0,4,6,3,0.013,0.0999957,1,0
3,13229,3,3,0,5,9,4,0.017,0.0999957,1,0
3,13230,3,2,1,5,8,4,0.017,0.0999957,0.666667,0.333333
3,13231,4,4,0,6,10,3,0.027,0.133328,1,0
3,13232,4,4,0,7,10,3,0.028,0.133328,1,0
3,13233,3,3,0,8,9,7,0.025,0.0999957,1,0
3,13234,3,3,0,6,8,4,0.019,0.0999957,1,0
3,13235,3,3,0,4,9,1,0.013,0.0999957,1,0
3,13236,4,3,1,9,10,8,0.036,0.133328,0.75,0.25
3,13237,4,4,0,7,11,4,0.03,0.133328,1,0
3,13238,3,3,0,8,10,6,0.024,0.0999957,1,0
3,13239,3,3,0,5,10,3,0.016,0.0999957,1,0
3,13240,3,3,0,7,10,1,0.021,0.0999957,1,0
3,13241,4,4,0,8,11,6,0.032,0.133328,1,0
3,13242,4,4,0,3,10,1,0.013,0.133328,1,0
3,13243,3,2,1,5,10,2,0.017,0.0999957,0.666667,0.333333
3,13244,3,2,1,6,9,4,0.018,0.0999957,0.666667,0.333333
3,13245,3,3,0,7,10,6,0.023,0.0999957,1,0
3,13246,4,4,0,7,9,6,0.029,0.133328,1,0
3,13247,4,3,1,5,10,1,0.021,0.133328,0.75,0.25
3,13248,3,3,0,2,5,1,0.008,0.0999957,1,0
3,13249,3,2,1,7,9,6,0.021,0.0999957,0.666667,0.333333
3,13250,3,2,1,6,9,5,0.02,0.0999957,0.666667,0.333333
3,13251,4,4,0,6,9,4,0.025,0.133328,1,0
3,13252,4,4,0,6,11,2,0.026,0.133328,1,0
3,13253,3,3,0,5,9,3,0.016,0.0999957,1,0
3,13254,3,3,0,5,10,1,0.015,0.0999957,1,0
3,13255,3,3,0,5,11,1,0.017,0.0999957,1,0
3,13256,4,3,1,8,10,5,0.033,0.133328,0.75,0.25
3,13257,4,4,0,8,9,8,0.034,0.133328,1,0
3,13258,3,3,0,8,10,6,0.026,0.0999957,1,0
3,13259,3,3,0,8,9,8,0.026,0.0999957,1,0
3,13260,3,2,1,7,9,6,0.021,0.0999957,0.666667,0.333333
3,13261,4,4,0,6,10,3,0.027,0.133328,1,0
3,13262,4,3,1,6,8,6,0.027,0.133328,0.75,0.25
3,13263,3,3,0,2,4,1,0.007,0.0999957,1,0
3,13264,3,3,0,6,9,2,0.02,0.0999957,1,0
3,13265,3,3,0,3,5,2,0.01,0.0999957,1,0
3,13266,4,4,0,5,10,1,0.023,0.133328,1,0
3,13267,4,2,2,4,6,1,0.016,0.133328,0.5,0.5
3,13268,3,3,0,8,10,5,0.024,0.0999957,1,0
3,13269,3,2,1,2,4,1,0.008,0.0999957,0.666667,0.333333
3,13270,3,2,1,5,10,2,0.016,0.0999957,0.666667,0.333333
3,13271,4,3,1,6,10,3,0.024,0.133328,0.75,0.25
3,13272,4,3,1,7,10,3,0.029,0.133328,0.75,0.25
3,13273,3,3,0,8,11,6,0.024,0.0999957,1,0
3,13274,3,3,0,3,7,1,0.01,0.0999957,1,0
3,13275,3,2,1,7,10,6,0.023,0.0999957,0.666667,0.333333
3,13276,4,4,0,4,8,1,0.017,0.133328,1,0
3,13277,4,4,0,6,10,4,0.026,0.133328,1,0
3,13278,3,3,0,7,10,4,0.021,0.0999957,1,0
3,13279,3,3,0,6,9,5,0.019,0.0999957,1,0
3,13280,3,3,0,5,7,2,0.015,0.0999957,1,0
3,13281,4,4,0,5,9,1,0.02,0.133328,1,0
3,13282,4,3,1,8,10,6,0.033,0.133328,0.75,0.25
3,13283,3,3,0,5,9,3,0.017,0.0999957,1,0
3,13284,3,2,1,2,3,2,0.008,0.0999957,0.666667,0.333333
3,13285,3,3,0,9,11,7,0.028,0.0999957,1,0
3,13286,4,3,1,5,10,2,0.023,0.133328,0.75,0.25
3,13287,4,4,0,2,5,1,0.011,0.133328,1,0
3,13288,3,2,1,6,9,1,0.019,0.0999957,0.666667,0.333333
3,13289,3,3,0,4,8,2,0.014,0.0999957,1,0
3,13290,3,3,0,4,7,3,0.014,0.0999957,1,0
3,13291,4,4,0,7,10,4,0.029,0.133328,1,0
3,13292,4,3,1,3,5,2,0.013,0.133328,0.75,0.25
3,13293,3,2,1,4,6,2,0.013,0.0999957,0.666667,0.333333
3,13294,3,3,0,5,11,2,0.017,0.0999957,1,0
3,13295,3,2,1,6,8,3,0.019,0.0999957,0.666667,0.333333
3,13296,4,4,0,5,8,1,0.023,0.133328,1,0
3,13297,4,4,0,6,8,3,0.024,0.133328,1,0
3,13298,3,2,1,4,10,2,0.014,0.0999957,0.666667,0.333333
3,13299,3,3,0,5,8,2,0.016,0.0999957,1,0
3,13300,3,3,0,6,10,4,0.019,0.0999957,1,0
3,13301,4,3,1,5,9,1,0.022,0.133328,0.75,0.25
3,13302,4,4,0,6,11,2,0.027,0.133328,1,0
3,13303,3,3,0,6,9,2,0.019,0.0999957,1,0
3,13304,3,3,0,7,9,6,0.023,0.0999957,1,0
3,13305,3,2,1,3,5,1,0.011,0.0999957,0.666667,0.333333
3,13306,4,4,0,6,10,1,0.025,0.133328,1,0
3,13307,4,3,1,3,8,1,0.012,0.133328,0.75,0.25
3,13308,3,3,0,5,9,2,0.017,0.0999957,1,0
3,13309,3,3,0,3,5,2,0.009,0.0999957,1,0
3,13310,3,2,1,4,5,4,0.014,0.0999957,0.666667,0.333333
3,13311,4,4,0,7,11,2,0.028,0.133328,1,0
3,13312,4,4,0,4,11,2,0.019,0.133328,1,0
3,13313,3,2,1,7,9,6,0.023,0.0999957,0.666667,0.333333
3,13314,3,3,0,6,9,4,0.018,0.0999957,1,0
3,13315,3,3,0,9,10,9,0.029,0.0999957,1,0
3,13316,4,4,0,7,11,4,0.031,0.133328,1,0
3,13317,4,2,2,9,10,8,0.037,0.133328,0.5,0.5
3,13318,3,2,1,4,6,2,0.014,0.0999957,0.666667,0.333333
3,13319,3,3,0,8,9,7,0.024,0.0999957,1,0
3,13320,3,3,0,5,8,2,0.017,0.0999957,1,0
3,13321,4,4,0,4,6,3,0.018,0.133328,1,0
3,13322,4,3,1,4,7,2,0.017,0.133328,0.75,0.25
3,13323,3,3,0,6,8,4,0.019,0.0999957,1,0
3,13324,3,3,0,4,6,1,0.012,0.0999957,1,0
3,13325,3,2,1,6,8,5,0.018,0.0999957,0.666667,0.333333
3,13326,4,2,2,7,10,5,0.029,0.133328,0.5,0.5
3,13327,4,4,0,4,5,3,0.017,0.133328,1,0
3,13328,3,3,0,3,7,1,0.011,0.0999957,1,0
3,13329,3,3,0,3,4,2,0.01,0.0999957,1,0
3,13330,3,3,0,7,9,5,0.022,0.0999957,1,0
3,13331,4,3,1,6,9,2,0.025,0.133328,0.75,0.25
3,13332,4,4,0,4,5,3,0.017,0.133328,1,0
3,13333,3,3,0,5,10,3,0.017,0.0999957,1,0
3,13334,3,3,0,5,9,4,0.017,0.0999957,1,0
3,13335,3,2,1,6,10,2,0.018,0.0999957,0.666667,0.333333
3,13336,4,4,0,6,11,1,0.027,0.133328,1,0
3,13337,4,4,0,7,10,4,0.028,0.133328,1,0
3,13338,3,3,0,2,4,1,0.006,0.0999957,1,0
3,13339,3,3,0,5,8,3,0.017,0.0999957,1,0
3,13340,3,3,0,3,7,1,0.01,0.0999957,1,0
3,13341,4,4,0,8,10,7,0.034,0.133328,1,0
3,13342,4,4,0,7,10,5,0.03,0.133328,1,0
3,13343,3,3,0,6,9,1,0.019,0.0999957,1,0
3,13344,3,3,0,8,11,6,0.024,0.0999957,1,0
3,13345,3,1,2,5,11,2,0.017,0.0999957,0.333333,0.666667
3,13346,4,4,0,5,7,4,0.022,0.133328,1,0
3,13347,4,4,0,6,10,1,0.025,0.133328,1,0
3,13348,3,2,1,4,8,2,0.013,0.0999957,0.666667,0.333333
3,13349,3,2,1,7,10,3,0.021,0.0999957,0.666667,0.333333
3,13350,3,3,0,6,10,4,0.019,0.0999957,1,0
3,13351,4,4,0,4,9,2,0.018,0.133328,1,0
3,13352,4,3,1,7,9,4,0.028,0.133328,0.75,0.25
3,13353,3,2,1,6,10,2,0.02,0.0999957,0.666667,0.333333
3,13354,3,3,0,4,7,2,0.013,0.0999957,1,0
3,13355,3,2,1,3,4,3,0.011,0.0999957,0.666667,0.333333
3,13356,4,4,0,5,8,2,0.02,0.133328,1,0
3,13357,4,3,1,5,8,2,0.021,0.133328,0.75,0.25
3,13358,3,3,0,6,8,4,0.019,0.0999957,1,0
3,13359,3,2,1,8,10,7,0.026,0.0999957,0.666667,0.333333
3,13360,3,3,0,4,6,2,0.013,0.0999957,1,0
3,13361,4,3,1,5,10,2,0.023,0.133328,0.75,0.25
3,13362,4,4,0,4,6,3,0.016,0.133328,1,0
3,13363,3,3,0,6,8,5,0.019,0.0999957,1,0
3,13364,3,3,0,6,10,3,0.02,0.0999957,1,0
3,13365,3,3,0,7,11,5,0.023,0.0999957,1,0
3,13366,4,4,0,5,7,2,0.022,0.133328,1,0
3,13367,4,4,0,6,11,2,0.027,0.133328,1,0
3,13368,3,3,0,8,10,4,0.024,0.0999957,1,0
3,13369,3,3,0,2,3,2,0.008,0.0999957,1,0
3,13370,3,3,0,4,5,3,0.012,0.0999957,1,0
3,13371,4,4,0,7,10,5,0.03,0.133328,1,0
3,13372,4,3,1,6,10,4,0.027,0.133328,0.75,0.25
3,13373,3,3,0,10,12,9,0.031,0.0999957,1,0
3,13374,3,3,0,5,11,2,0.017,0.0999957,1,0
3,13375,3,2,1,6,10,2,0.02,0.0999957,0.666667,0.333333
3,13376,4,3,1,5,9,4,0.023,0.133328,0.75,0.25
3,13377,4,4,0,5,11,1,0.021,0.133328,1,0
3,13378,3,2,1,7,10,4,0.022,0.0999957,0.666667,0.333333
3,13379,3,2,1,5,8,1,0.016,0.0999957,0.666667,0.333333
3,13380,3,2,1,8,10,8,0.026,0.0999957,0.666667,0.333333
3,13381,4,3,1,6,10,1,0.025,0.133328,0.75,0.25
3,13382,4,4,0,7,10,2,0.028,0.133328,1,0
3,13383,3,3,0,6,11,4,0.02,0.0999957,1,0
3,13384,3,3,0,6,10,2,0.018,0.0999957,1,0
3,13385,3,0,3,2,4,1,0.008,0.0999957,0,1
3,13386,4,3,1,5,8,2,0.02,0.133328,0.75,0.25
3,13387,4,4,0,4,10,1,0.018,0.133328,1,0
3,13388,3,2,1,7,11,3,0.021,0.0999957,0.666667,0.333333
3,13389,3,3,0,5,7,3,0.016,0.0999957,1,0
3,13390,3,3,0,3,7,1,0.011,0.0999957,1,0
3,13391,4,3,1,5,10,1,0.022,0.133328,0.75,0.25
3,13392,4,3,1,6,9,2,0.024,0.133328,0.75,0.25
3,13393,3,3,0,4,7,1,0.013,0.0999957,1,0
3,13394,3,3,0,4,8,1,0.014,0.0999957,1,0
3,13395,3,2,1,6,10,3,0.018,0.0999957,0.666667,0.333333
3,13396,4,3,1,7,10,2,0.029,0.133328,0.75,0.25
3,13397,4,4,0,5,8,4,0.023,0.133328,1,0
3,13398,3,2,1,6,8,4,0.019,0.0999957,0.666667,0.333333
3,13399,3,2,1,6,9,4,0.019,0.0999957,0.666667,0.333333
3,13400,3,3,0,6,10,1,0.019,0.0999957,1,0
3,13401,4,4,0,7,10,4,0.03,0.133328,1,0
3,13402,4,4,0,7,10,4,0.031,0.133328,1,0
3,13403,3,3,0,3,5,1,0.009,0.0999957,1,0
3,13404,3,3,0,6,8,2,0.018,0.0999957,1,0
3,13405,3,3,0,8,9,7,0.024,0.0999957,1,0
3,13406,4,2,2,7,9,4,0.028,0.133328,0.5,0.5
3,13407,4,4,0,4,8,2,0.016,0.133328,1,0
3,13408,3,3,0,5,10,3,0.017,0.0999957,1,0
3,13409,3,2,1,6,8,3,0.019,0.0999957,0.666667,0.333333
3,13410,3,3,0,3,6,2,0.011,0.0999957,1,0
3,13411,4,3,1,5,9,2,0.021,0.133328,0.75,0.25
3,13412,4,4,0,6,7,6,0.025,0.133328,1,0
3,13413,3,3,0,6,9,5,0.02,0.0999957,1,0
3,13414,3,2,1,5,6,4,0.015,0.0999957,0.666667,0.333333
3,13415,3,3,0,6,10,2,0.019,0.0999957,1,0
3,13416,4,3,1,8,10,6,0.032,0.133328,0.75,0.25
3,13417,4,4,0,8,11,5,0.033,0.133328,1,0
3,13418,3,3,0,4,7,2,0.012,0.0999957,1,0
3,13419,3,3,0,9,11,8,0.027,0.0999957,1,0
3,13420,3,3,0,8,11,4,0.025,0.0999957,1,0
3,13421,4,4,0,6,9,4,0.027,0.133328,1,0
3,13422,4,4,0,6,10,2,0.024,0.133328,1,0
3,13423,3,3,0,7,9,5,0.021,0.0999957,1,0
3,13424,3,3,0,7,10,5,0.022,0.0999957,1,0
3,13425,3,3,0,4,6,2,0.014,0.0999957,1,0
3,13426,4,4,0,8,9,7,0.034,0.133328,1,0
3,13427,4,4,0,4,9,1,0.018,0.133328,1,0
3,13428,3,3,0,3,5,1,0.011,0.0999957,1,0
3,13429,3,2,1,6,9,4,0.018,0.0999957,0.666667,0.333333
3,13430,3,3,0,4,9,1,0.014,0.0999957,1,0
3,13431,4,4,0,5,9,1,0.023,0.133328,1,0
3,13432,4,4,0,6,10,4,0.025,0.133328,1,0
3,13433,3,2,1,2,3,2,0.008,0.0999957,0.666667,0.333333
3,13434,3,3,0,5,9,2,0.016,0.0999957,1,0
3,13435,3,3,0,5,7,2,0.015,0.0999957,1,0
3,13436,4,4,0,4,9,1,0.018,0.133328,1,0
3,13437,4,4,0,3,5,1,0.013,0.133328,1,0
3,13438,3,3,0,8,10,7,0.026,0.0999957,1,0
3,13439,3,3,0,2,3,2,0.007,0.0999957,1,0
3,13440,3,3,0,3,4,3,0.01,0.0999957,1,0
3,13441,4,3,1,3,6,1,0.013,0.133328,0.75,0.25
3,13442,4,4,0,6,10,3,0.027,0.133328,1,0
3,13443,3,3,0,6,8,6,0.02,0.0999957,1,0
3,13444,3,1,2,5,7,5,0.017,0.0999957,0.333333,0.666667
3,13445,3,2,1,5,7,4,0.016,0.0999957,0.666667,0.333333
3,13446,4,3,1,6,9,2,0.024,0.133328,0.75,0.25
3,13447,4,4,0,5,6,5,0.021,0.133328,1,0
3,13448,3,3,0,7,9,3,0.021,0.0999957,1,0
3,13449,3,2,1,5,9,2,0.016,0.0999957,0.666667,0.333333
3,13450,3,3,0,5,10,1,0.016,0.0999957,1,0
3,13451,4,4,0,7,9,6,0.03,0.133328,1,0
3,13452,4,4,0,5,7,1,0.02,0.133328,1,0
3,13453,3,2,1,8,10,5,0.025,0.0999957,0.666667,0.333333
3,13454,3,2,1,7,10,4,0.022,0.0999957,0.666667,0.333333
3,13455,3,3,0,5,9,1,0.017,0.0999957,1,0
3,13456,4,2,2,4,10,1,0.016,0.133328,0.5,0.5
3,13457,4,3,1,6,8,4,0.025,0.133328,0.75,0.25
3,13458,3,3,0,5,8,2,0.015,0.0999957,1,0
3,13459,3,3,0,5,8,2,0.016,0.0999957,1,0
3,13460,3,3,0,4,7,3,0.014,0.0999957,1,0
3,13461,4,3,1,5,8,2,0.023,0.133328,0.75,0.25
3,13462,4,3,1,6,8,5,0.024,0.133328,0.75,0.25
3,13463,3,2,1,6,8,4,0.019,0.0999957,0.666667,0.333333
3,13464,3,3,0,5,9,1,0.016,0.0999957,1,0
3,13465,3,2,1,7,9,3,0.021,0.0999957,0.666667,0.333333
3,13466,4,3,1,4,8,1,0.017,0.133328,0.75,0.25
3,13467,4,3,1,5,10,1,0.022,0.133328,0.75,0.25
3,13468,3,2,1,7,9,5,0.021,0.0999957,0.666667,0.333333
3,13469,3,3,0,7,9,3,0.021,0.0999957,1,0
3,13470,3,3,0,4,10,1,0.014,0.0999957,1,0
3,13471,4,4,0,5,8,3,0.02,0.133328,1,0
3,13472,4,4,0,7,9,3,0.028,0.133328,1,0
3,13473,3,2,1,7,10,5,0.023,0.0999957,0.666667,0.333333
3,13474,3,3,0,7,10,6,0.023,0.0999957,1,0
3,13475,3,2,1,5,6,3,0.015,0.0999957,0.666667,0.333333
3,13476,4,3,1,7,11,3,0.031,0.133328,0.75,0.25
3,13477,4,3,1,7,8,7,0.031,0.133328,0.75,0.25
3,13478,3,3,0,3,8,1,0.011,0.0999957,1,0
3,13479,3,3,0,6,9,4,0.018,0.0999957,1,0
3,13480,3,3,0,5,10,3,0.017,0.0999957,1,0
3,13481,4,3,1,5,9,2,0.02,0.133328,0.75,0.25
3,13482,4,4,0,6,11,3,0.026,0.133328,1,0
3,13483,3,3,0,8,10,6,0.025,0.0999957,1,0
3,13484,3,2,1,3,5,1,0.01,0.0999957,0.666667,0.333333
3,13485,3,2,1,4,6,2,0.013,0.0999957,0.666667,0.333333
3,13486,4,4,0,6,8,2,0.024,0.133328,1,0
3,13487,3,3,0,5,6,5,0.017,0.0999957,1,0
3,13488,3,3,0,7,10,5,0.023,0.0999957,1,0
3,13489,3,2,1,5,9,2,0.017,0.0999957,0.666667,0.333333
3,13490,3,3,0,9,11,8,0.029,0.0999957,1,0
3,13491,4,4,0,6,9,3,0.024,0.133328,1,0
3,13492,3,2,1,4,6,2,0.012,0.0999957,0.666667,0.333333
3,13493,3,3,0,4,5,3,0.012,0.0999957,1,0
3,13494,3,2,1,7,13,2,0.021,0.0999957,0.666667,0.333333
3,13495,3,3,0,3,4,3,0.01,0.0999957,1,0
3,13496,4,3,1,4,7,3,0.019,0.133328,0.75,0.25
3,13497,3,3,0,6,10,3,0.019,0.0999957,1,0
3,13498,3,3,0,5,8,3,0.015,0.0999957,1,0
3,13499,3,2,1,3,5,2,0.011,0.0999957,0.666667,0.333333
3,13500,3,3,0,6,9,2,0.018,0.0999957,1,0
3,13501,4,4,0,6,9,2,0.027,0.133328,1,0
3,13502,3,3,0,3,6,2,0.011,0.0999957,1,0
3,13503,3,3,0,4,5,3,0.012,0.0999957,1,0
3,13504,3,3,0,5,7,3,0.015,0.0999957,1,0
3,13505,3,3,0,6,7,5,0.018,0.0999957,1,0
3,13506,4,3,1,6,11,2,0.027,0.133328,0.75,0.25
3,13507,3,3,0,5,10,2,0.017,0.0999957,1,0
3,13508,3,2,1,4,8,1,0.014,0.0999957,0.666667,0.333333
3,13509,3,3,0,7,10,5,0.022,0.0999957,1,0
3,13510,3,3,0,5,6,4,0.016,0.0999957,1,0
3,13511,4,4,0,6,9,3,0.024,0.133328,1,0
3,13512,3,3,0,8,10,6,0.025,0.0999957,1,0
3,13513,3,1,2,3,8,1,0.011,0.0999957,0.333333,0.666667
3,13514,3,3,0,5,9,3,0.017,0.0999957,1,0
3,13515,3,3,0,7,9,7,0.023,0.0999957,1,0
3,13516,4,4,0,4,6,3,0.017,0.133328,1,0
3,13517,3,3,0,5,6,3,0.015,0.0999957,1,0
3,13518,3,3,0,6,9,4,0.018,0.0999957,1,0
3,13519,3,3,0,7,10,2,0.022,0.0999957,1,0
3,13520,3,2,1,7,9,6,0.021,0.0999957,0.666667,0.333333
3,13521,4,3,1,8,10,6,0.034,0.133328,0.75,0.25
3,13522,3,2,1,4,6,2,0.013,0.0999957,0.666667,0.333333
3,13523,3,3,0,5,9,2,0.016,0.0999957,1,0
3,13524,3,3,0,5,10,1,0.015,0.0999957,1,0
3,13525,3,2,1,8,10,5,0.024,0.0999957,0.666667,0.333333
3,13526,4,3,1,6,10,3,0.026,0.133328,0.75,0.25
3,13527,3,3,0,7,10,5,0.023,0.0999957,1,0
3,13528,3,3,0,3,6,2,0.01,0.0999957,1,0
3,13529,3,3,0,9,10,9,0.029,0.0999957,1,0
3,13530,3,3,0,7,9,3,0.021,0.0999957,1,0
3,13531,4,4,0,6,8,4,0.025,0.133328,1,0
3,13532,3,3,0,4,7,1,0.014,0.0999957,1,0
3,13533,3,2,1,5,9,1,0.016,0.0999957,0.666667,0.333333
3,13534,3,3,0,7,9,5,0.022,0.0999957,1,0
3,13535,3,3,0,8,12,3,0.025,0.0999957,1,0
3,13536,4,3,1,5,9,2,0.023,0.133328,0.75,0.25
3,13537,3,2,1,6,8,3,0.018,0.0999957,0.666667,0.333333
3,13538,3,3,0,6,10,4,0.02,0.0999957,1,0
3,13539,3,3,0,6,8,4,0.019,0.0999957,1,0
3,13540,3,2,1,7,12,1,0.021,0.0999957,0.666667,0.333333
3,13541,4,4,0,6,9,5,0.026,0.133328,1,0
3,13542,3,3,0,4,6,2,0.013,0.0999957,1,0
3,13543,3,3,0,3,5,3,0.011,0.0999957,1,0
3,13544,3,3,0,6,8,4,0.019,0.0999957,1,0
3,13545,3,3,0,7,10,3,0.021,0.0999957,1,0
3,13546,4,3,1,6,10,1,0.024,0.133328,0.75,0.25
3,13547,3,3,0,4,10,2,0.014,0.0999957,1,0
3,13548,3,3,0,4,10,1,0.014,0.0999957,1,0
3,13549,3,3,0,5,7,3,0.016,0.0999957,1,0
3,13550,3,3,0,7,8,6,0.021,0.0999957,1,0
3,13551,4,4,0,5,10,1,0.021,0.133328,1,0
3,13552,3,3,0,4,6,2,0.013,0.0999957,1,0
3,13553,3,3,0,5,11,1,0.016,0.0999957,1,0
3,13554,3,3,0,5,9,2,0.016,0.0999957,1,0
3,13555,3,2,1,6,11,2,0.018,0.0999957,0.666667,0.333333
3,13556,4,4,0,7,11,5,0.031,0.133328,1,0
3,13557,3,3,0,4,5,4,0.013,0.0999957,1,0
3,13558,3,3,0,5,8,3,0.015,0.0999957,1,0
3,13559,3,3,0,6,10,4,0.02,0.0999957,1,0
3,13560,3,3,0,7,9,4,0.021,0.0999957,1,0
3,13561,4,2,2,1,3,1,0.007,0.133328,0.5,0.5
3,13562,3,3,0,4,9,1,0.012,0.0999957,1,0
3,13563,3,3,0,3,4,2,0.01,0.0999957,1,0
3,13564,3,3,0,3,6,2,0.011,0.0999957,1,0
3,13565,3,3,0,9,10,8,0.027,0.0999957,1,0
3,13566,4,4,0,4,10,1,0.018,0.133328,1,0
3,13567,3,3,0,3,3,3,0.009,0.0999957,1,0
3,13568,3,1,2,4,6,2,0.013,0.0999957,0.333333,0.666667
3,13569,3,3,0,3,5,2,0.01,0.0999957,1,0
3,13570,3,3,0,5,9,2,0.015,0.0999957,1,0
3,13571,4,4,0,4,7,2,0.016,0.133328,1,0
3,13572,3,3,0,5,11,1,0.016,0.0999957,1,0
3,13573,3,2,1,7,10,6,0.023,0.0999957,0.666667,0.333333
3,13574,3,2,1,2,3,1,0.007,0.0999957,0.666667,0.333333
3,13575,3,3,0,4,7,1,0.013,0.0999957,1,0
