轮次编号,任务描述,总执行次数,成功次数,失败次数,平均耗时(ms),最大耗时(ms),最小耗时(ms),总耗时(s),吞吐量(tps),成功率,错误率
9,41214,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41215,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41216,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41217,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41218,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41219,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41220,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41221,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41222,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41223,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41224,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41225,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41226,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41227,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41228,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41229,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41230,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41231,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41232,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41233,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41234,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41235,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41236,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41237,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41238,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41239,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41240,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41241,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41242,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41243,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41244,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41245,1,0,1,10,10,10,0.01,0.0333328,0,1
9,41246,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41247,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41248,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41249,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41250,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41251,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41252,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41253,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41254,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41255,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41256,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41257,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41258,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41259,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41260,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41261,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41262,1,0,1,4,4,4,0.004,0.0333328,0,1
9,41263,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41264,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41265,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41266,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41267,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41268,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41269,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41270,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41271,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41272,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41273,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41274,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41275,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41276,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41277,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41278,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41279,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41280,1,0,1,10,10,10,0.01,0.0333328,0,1
9,41281,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41282,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41283,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41284,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41285,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41286,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41287,1,0,1,5,5,5,0.005,0.0333328,0,1
9,41288,1,0,1,5,5,5,0.005,0.0333328,0,1
9,41289,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41290,1,0,1,6,6,6,0.006,0.0333328,0,1
9,41291,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41292,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41293,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41294,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41295,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41296,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41297,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41298,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41299,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41300,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41301,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41302,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41303,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41304,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41305,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41306,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41307,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41308,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41309,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41310,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41311,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41312,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41313,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41314,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41315,1,0,1,4,4,4,0.004,0.0333328,0,1
9,41316,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41317,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41318,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41319,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41320,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41321,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41322,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41323,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41324,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41325,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41326,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41327,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41328,1,0,1,9,9,9,0.009,0.0333328,0,1
9,41329,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41330,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41331,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41332,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41333,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41334,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41335,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41336,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41337,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41338,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41339,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41340,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41341,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41342,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41343,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41344,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41345,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41346,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41347,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41348,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41349,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41350,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41351,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41352,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41353,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41354,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41355,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41356,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41357,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41358,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41359,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41360,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41361,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41362,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41363,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41364,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41365,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41366,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41367,1,0,1,4,4,4,0.004,0.0333328,0,1
9,41368,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41369,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41370,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41371,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41372,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41373,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41374,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41375,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41376,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41377,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41378,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41379,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41380,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41381,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41382,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41383,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41384,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41385,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41386,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41387,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41388,1,0,1,4,4,4,0.004,0.0333328,0,1
9,41389,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41390,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41391,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41392,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41393,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41394,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41395,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41396,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41397,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41398,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41399,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41400,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41401,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41402,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41403,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41404,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41405,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41406,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41407,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41408,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41409,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41410,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41411,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41412,1,0,1,3,3,3,0.003,0.0333328,0,1
9,41413,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41414,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41415,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41416,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41417,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41418,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41419,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41420,1,0,1,10,10,10,0.01,0.0333328,0,1
9,41421,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41422,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41423,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41424,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41425,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41426,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41427,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41428,1,0,1,9,9,9,0.009,0.0333328,0,1
9,41429,1,1,0,13,13,13,0.013,0.0333328,1,0
9,41430,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41431,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41432,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41433,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41434,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41435,1,0,1,4,4,4,0.004,0.0333328,0,1
9,41436,1,0,1,6,6,6,0.006,0.0333328,0,1
9,41437,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41438,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41439,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41440,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41441,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41442,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41443,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41444,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41445,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41446,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41447,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41448,1,0,1,9,9,9,0.009,0.0333328,0,1
9,41449,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41450,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41451,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41452,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41453,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41454,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41455,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41456,1,0,1,12,12,12,0.012,0.0333328,0,1
9,41457,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41458,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41459,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41460,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41461,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41462,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41463,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41464,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41465,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41466,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41467,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41468,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41469,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41470,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41471,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41472,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41473,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41474,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41475,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41476,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41477,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41478,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41479,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41480,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41481,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41482,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41483,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41484,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41485,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41486,1,0,1,10,10,10,0.01,0.0333328,0,1
9,41487,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41488,1,0,1,1,1,1,0.001,0.0333328,0,1
9,41489,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41490,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41491,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41492,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41493,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41494,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41495,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41496,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41497,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41498,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41499,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41500,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41501,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41502,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41503,1,0,1,4,4,4,0.004,0.0333328,0,1
9,41504,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41505,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41506,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41507,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41508,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41509,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41510,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41511,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41512,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41513,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41514,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41515,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41516,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41517,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41518,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41519,1,0,1,11,11,11,0.011,0.0333328,0,1
9,41520,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41521,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41522,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41523,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41524,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41525,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41526,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41527,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41528,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41529,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41530,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41531,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41532,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41533,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41534,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41535,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41536,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41537,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41538,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41539,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41540,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41541,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41542,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41543,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41544,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41545,1,0,1,3,3,3,0.003,0.0333328,0,1
9,41546,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41547,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41548,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41549,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41550,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41551,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41552,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41553,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41554,1,1,0,13,13,13,0.013,0.0333328,1,0
9,41555,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41556,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41557,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41558,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41559,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41560,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41561,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41562,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41563,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41564,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41565,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41566,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41567,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41568,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41569,1,0,1,10,10,10,0.01,0.0333328,0,1
9,41570,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41571,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41572,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41573,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41574,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41575,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41576,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41577,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41578,1,0,1,3,3,3,0.003,0.0333328,0,1
9,41579,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41580,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41581,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41582,1,0,1,3,3,3,0.003,0.0333328,0,1
9,41583,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41584,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41585,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41586,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41587,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41588,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41589,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41590,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41591,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41592,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41593,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41594,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41595,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41596,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41597,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41598,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41599,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41600,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41601,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41602,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41603,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41604,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41605,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41606,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41607,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41608,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41609,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41610,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41611,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41612,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41613,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41614,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41615,1,0,1,9,9,9,0.009,0.0333328,0,1
9,41616,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41617,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41618,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41619,1,0,1,10,10,10,0.01,0.0333328,0,1
9,41620,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41621,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41622,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41623,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41624,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41625,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41626,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41627,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41628,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41629,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41630,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41631,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41632,1,1,0,3,3,3,0.003,0.0333328,1,0
9,41633,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41634,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41635,1,0,1,2,2,2,0.002,0.0333328,0,1
9,41636,1,1,0,1,1,1,0.001,0.0333328,1,0
9,41637,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41638,1,0,1,8,8,8,0.008,0.0333328,0,1
9,41639,1,0,1,7,7,7,0.007,0.0333328,0,1
9,41640,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41641,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41642,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41643,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41644,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41645,1,1,0,9,9,9,0.009,0.0333328,1,0
9,41646,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41647,1,1,0,8,8,8,0.008,0.0333328,1,0
9,41648,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41649,1,1,0,11,11,11,0.011,0.0333328,1,0
9,41650,1,1,0,5,5,5,0.005,0.0333328,1,0
9,41651,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41652,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41653,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41654,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41655,1,1,0,10,10,10,0.01,0.0333328,1,0
9,41656,1,0,1,5,5,5,0.005,0.0333328,0,1
9,41657,1,1,0,4,4,4,0.004,0.0333328,1,0
9,41658,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41659,1,1,0,6,6,6,0.006,0.0333328,1,0
9,41660,1,1,0,2,2,2,0.002,0.0333328,1,0
9,41661,1,1,0,7,7,7,0.007,0.0333328,1,0
9,41662,1,1,0,9,9,9,0.009,0.0333328,1,0
